cid,year,country,fps,gdpgrowthannual,gdppercapitacurrentus,strdum,tradeofgdp,inflation,healthexpenditurepercapitacurren,lifeexpect
93,4,Kyrgyzstan,0,7.084502,392.4352,0,87.29578,31.94734,24.77801,66.5439
93,5,Kyrgyzstan,4,9.915169,374.1511,0,84.47713,23.43543,20.71174,66.89268
93,6,Kyrgyzstan,15,2.121835,343.1236,0,94.50929,10.45738,23.43687,67.05122
93,7,Kyrgyzstan,12,3.655789,256.7656,0,99.19945,37.03093,15.31829,67.00244
93,8,Kyrgyzstan,147,5.443246,278.6589,1,89.43063,18.70074,12.93292,68.55854
93,9,Kyrgyzstan,137,5.327093,307.8053,1,73.74711,6.91968,14.57384,68.70731
93,10,Kyrgyzstan,201,-0.017353,321.5655,1,82.92086,2.13421,17.2176,68.10732
93,11,Kyrgyzstan,162,7.007878,380.8623,1,83.93258,2.974613,20.38416,68.2561
93,12,Kyrgyzstan,243,7.02686,434.2473,1,93.8157,4.110814,23.86188,68.15366
93,13,Kyrgyzstan,293,-0.1755482,478.2495,1,96.4409,4.354851,27.43441,67.9561
93,14,Kyrgyzstan,235,3.102899,545.8618,1,120.7503,5.561202,34.45849,67.69512
93,15,Kyrgyzstan,149,8.542874,726.4014,1,132.5335,10.17524,46.7686,67.49268
93,16,Kyrgyzstan,180,8.401616,973.8642,1,147.7161,24.52421,54.14618,67.36976
93,17,Kyrgyzstan,112,2.88747,881.3605,1,130.6319,6.862283,57.09365,67.13805
93,18,Kyrgyzstan,103,-1.358474,860.3937,1
94,1,Laos,2,5.912557,290.8575,0,52.62881,6.267222,,56.61093
94,2,Laos,2,8.159019,329.3784,0,64.80927,6.784481,,57.33137
94,3,Laos,1,7.031254,366.7423,0,60.55447,19.59392,11.09977,58.01785
94,4,Laos,7,6.928324,379.9064,0,63.75718,13.02319,12.05312,58.6669
94,5,Laos,9,6.872091,345.5634,0,65.15697,27.50886,14.71442,59.28449
94,6,Laos,13,3.967608,247.2744,0,84.26954,90.98074,12.09807,59.87661
94,7,Laos,14,7.306376,274.7471,0,80.05846,128.4191,9.946192,60.44522
94,8,Laos,164,5.786781,321.131,1,74.04842,25.08464,10.2392,60.99327
94,9,Laos,171,5.767013,321.2952,1,65.73048,7.811808,12.80064,61.52568
94,10,Laos,203,5.913933,326.7765,1,63.69347,10.63134,12.82299,62.04695
94,11,Laos,163,6.114367,377.6427,1,62.52175,15.48935,16.96034,62.55954
94,12,Laos,204,6.4,433.5648,1,73.13351,10.46227,19.31752,63.06444
94,13,Laos,230,7.1,465.648,1,81.90355,7.165418,20.84214,63.5612
94,14,Laos,180,8.492558,584.4311,1,85.01613,6.803908,23.03432,64.04732
94,15,Laos,109,7.363566,699.6433,1,86.60648,4.520615,26.86925,64.51839
94,16,Laos,38,7.512453,885.367,1,77.0954,7.629168,33.98718,64.97295
94,17,Laos,80,7.482031,964.2365,1,,0.0350556,35.82477,65.40954
94,18,Laos,44,8.412662,1163.828,1
95,1,Latvia,18,-4.98298,1727.76,0,130.2181,108.7677,,66.72268
95,2,Latvia,18,2.189912,1986.207,0,90.84945,35.92509,,65.66439
95,3,Latvia,26,-0.9447606,2081.797,0,87.547,24.97943,116.128,66.39122
95,4,Latvia,35,3.790904,2242.189,0,101.0663,17.61128,141.3265,68.77659
95,5,Latvia,33,8.28279,2503.361,0,101.5016,8.437832,160.7323,69.34927
95,6,Latvia,37,4.722777,2745.625,0,106.7975,4.658304,176.6108,69.01219
95,7,Latvia,38,4.699088,3049.592,0,89.96709,2.358843,196.128,69.74293
95,8,Latvia,489,6.913911,3302.305,1,90.31615,2.648592,197.6058,70.31464
95,9,Latvia,438,8.043499,3523.971,1,92.68562,2.478667,216.9507,70.76098
95,10,Latvia,428,6.472522,3984.082,1,91.49535,1.923077,249.8956,70.96098
95,11,Latvia,480,7.19594,4810.67,1,96.71695,2.956623,298.0979,71.26585
95,12,Latvia,556,8.677797,5950.2,1,103.5328,6.187418,390.0809,72.02683
95,13,Latvia,560,10.60091,6973.197,1,110.0827,6.743172,434.3022,71.35609
95,14,Latvia,550,12.23323,8713.068,1,111.2338,6.533878,544.6179,70.86585
95,15,Latvia,357,9.977612,12638.15,1,104.6081,10.10717,788.103,71.01952
95,16,Latvia,386,-4.243553,14857.89,1,96.54948,15.4032,979.072,72.41951
95,17,Latvia,484,-17.95499,11474.2,1,85.28586,3.527673,750.4493,73.08049
95,18,Latvia,677,-0.3435036,10705.08,1
96,1,Lebanon,11,6.997966,2298.8,0,80.47684,,,69.42751
96,2,Lebanon,11,8.003148,2829.329,0,70.27212,,,69.64442
96,3,Lebanon,9,6.534945,3357.106,0,73.13538,,358.0655,69.84007
96,4,Lebanon,11,5.136504,3837.832,0,68.09661,,411.1459,70.01549
96,5,Lebanon,27,-2.286786,4344.294,0,62.0866,,497.6184,70.17719
96,6,Lebanon,34,3.592643,4695.29,0,54.7172,,537.6002,70.33176
96,7,Lebanon,35,-0.4530743,4675.42,0,50.81417,,510.6695,70.48368
96,8,Lebanon,334,1.344067,4575.575,1,50.1153,,487.8556,70.63702
96,9,Lebanon,383,3.953516,4604.698,1,55.55681,,479.2712,70.79532
96,10,Lebanon,455,3.373877,4912.573,1,51.04253,,456.4051,70.95908
96,11,Lebanon,371,3.23739,5064.514,1,54.09084,,442.9234,71.12934
96,12,Lebanon,398,7.478802,5412.89,1,61.60165,,449.2132,71.30666
96,13,Lebanon,448,1,5350.558,1,64.01798,,449.6271,71.48951
96,14,Lebanon,356,0.602466,5438.127,1,63.39877,,467.8451,71.67641
96,15,Lebanon,232,7.495916,6019.704,1,71.20695,,507.0031,71.86285
96,16,Lebanon,205,9.277273,7172.47,1,78.30423,,604.3871,72.04732
96,17,Lebanon,163,8.500617,8269.035,1,69.28384,1.187649,663.2736,72.22978
96,18,Lebanon,125,6.988077,9202.997,1
97,1,Lesotho,4,3.294143,422.1108,0,153.0895,13.13566,,59.80822
97,2,Lesotho,4,5.67196,434.8345,0,149.6538,8.214739,,59.40722
97,3,Lesotho,7,1.777615,471.8532,0,151.6116,9.270833,38.6625,58.61681
97,4,Lesotho,7,4.672544,453.1198,0,163.0144,9.330315,36.48928,57.40478
97,5,Lesotho,5,3.437266,467.7823,0,158.1828,-100,33.5117,55.84293
97,6,Lesotho,10,5.489247,438.3258,0,141.3139,,30.54351,54.03798
97,7,Lesotho,15,0.376388,421.379,0,137.0007,,28.85303,52.09502
97,8,Lesotho,170,5.660418,394.9299,1,137.6026,6.131975,27.84445,50.16066
97,9,Lesotho,289,4.165138,358.5508,1,152.0776,-9.616154,27.77933,48.38636
97,10,Lesotho,336,1.069598,329.6226,1,187.6806,33.81258,23.41886,46.8799
97,11,Lesotho,314,4.345973,483.8415,1,168.1042,6.673095,35.16837,45.717
97,12,Lesotho,386,2.254175,624.588,1,171.8121,5.020119,42.92046,44.94149
97,13,Lesotho,322,2.445141,679.0735,1,160.6943,3.43793,42.87558,44.55671
97,14,Lesotho,267,4.724602,702.6652,1,156.7551,6.048214,50.38382,44.51451
97,15,Lesotho,81,4.453015,778.2607,1,164.4372,8.03031,55.94957,44.6968
97,16,Lesotho,113,4.665995,781.0053,1,171.3973,10.72104,60.46773,44.99493
97,17,Lesotho,106,3.057515,832.2841,1,162.9573,7.159214,70.04993,45.35376
97,18,Lesotho,120,3.3,1023.181,1
98,1,Liberia,8,-32.97539,82.47766,0,,,,50.15466
98,2,Liberia,8,-21.76235,69.11703,0,,,,50.75522
98,3,Liberia,9,-4.266212,69.31429,0,,,0,51.36022
98,4,Liberia,23,12.12121,77.63616,0,,,0,51.96719
98,5,Liberia,27,106.2798,132.8426,0,80.77053,,0,52.57871
98,6,Liberia,33,29.7,147.414,0,50.13904,,13.89801,53.19383
98,7,Liberia,28,22.9,166.8345,0,56.22453,,15.88114,53.80451
98,8,Liberia,370,25.7,198.589,1,47.45944,,18.52966,54.40129
98,9,Liberia,448,2.900001,183.6004,1,54.73881,,17.51771,54.97564
98,10,Liberia,515,3.700006,182.9655,1,47.8055,,16.50496,55.52398
98,11,Liberia,461,-31.3,130.7264,1,77.25295,,11.9644,56.04427
98,12,Liberia,418,2.599998,142.6514,1,88.43364,,13.27807,56.53449
98,13,Liberia,384,5.3,159.0176,1,89.79738,,15.2566,56.9961
98,14,Liberia,317,7.799996,176.2766,1,111.8627,,16.55905,57.43356
98,15,Liberia,230,9.400004,202.6125,1,219.1791,,21.83546,57.85342
98,16,Liberia,152,7.1,222.0982,1,203.7081,,26.49796,58.26312
98,17,Liberia,179,4.588093,222.369,1,,,29.35613,58.66619
98,18,Liberia,98,5.514706,240.4333,1
99,1,Libya,1,,6602.047,0,59.79211,11.07355,,69.63105
99,2,Libya,1,,6037.893,0,53.1524,5.112599,,70.14607
99,3,Libya,0,,5283.516,0,51.59176,7.237985,184.7795,70.65312
99,4,Libya,0,,5654.25,0,52.54515,4.028078,185.1132,71.13378
99,5,Libya,0,,6101.775,0,48.63241,3.550296,197.168,71.5681
99,6,Libya,12,,5308.184,0,40.25271,3.709273,210.2751,71.94412
99,7,Libya,13,,5818.918,0,41.0708,2.648623,211.0927,72.26286
99,8,Libya,247,3.7,6340.109,1,51.12461,-2.9,211.6906,72.53075
99,9,Libya,348,-4.3,5208.496,1,51.82019,-8.813937,216.7025,72.7628
99,10,Libya,384,-1.3,3562.793,1,81.40079,-9.797647,177.6555,72.97693
99,11,Libya,412,13,4232.771,1,99.05318,-2.191152,186.1579,73.18956
99,12,Libya,490,4.4,5753.29,1,95.37403,-2.197568,198.5407,73.4072
99,13,Libya,566,9.9,7428.878,1,94.73395,2.650206,217.2548,73.63529
99,14,Libya,522,5.9,9343.932,1,96.76759,1.459269,235.4394,73.86937
99,15,Libya,318,6,11639.38,1,96.90978,6.250988,332.5493,74.10293
99,16,Libya,351,3.8,14802.2,1,94.84997,10.36073,458.0271,74.329
99,17,Libya,424,2.1,9713.579,1,,2.4599,416.7452,74.54556
99,18,Libya,232,,,1
100,1,Liechtenstein,0,4.3321,55462.63,0
100,2,Liechtenstein,0,6.866145,63747.67,0
100,3,Liechtenstein,3,5.875551,78463.53,0
100,4,Liechtenstein,5,6.905303,79903.41,0
100,5,Liechtenstein,7,7.225134,72458.72,0
100,6,Liechtenstein,7,7.761262,77246.77,0
100,7,Liechtenstein,10,10.41092,82020.44,0
100,8,Liechtenstein,257,3.22019,75583.2,1
100,9,Liechtenstein,242,-0.7330917,74948.13,1
100,10,Liechtenstein,242,-0.9939192,79947.01,1
100,11,Liechtenstein,258,-1.937565,90296.5,1
100,12,Liechtenstein,287,3.039172,100502.6,1
100,13,Liechtenstein,330,4.828076,105379.5,1,,,,80.66829
100,14,Liechtenstein,366,8.644969,113838.2,1,,,,80.94878
100,15,Liechtenstein,84,3.325962,130226.8,1,,,,81.29512
100,16,Liechtenstein,260,1.798089,138354,1,,,,82.63415
100,17,Liechtenstein,147,-1.157482,134392.5,1,,,,82.94756
100,18,Liechtenstein,110,,,1
101,1,Lithuania,19,-16.22686,2015.91,0,172.9016,410.241,,68.91048
101,2,Lithuania,19,-9.766052,1902.306,0,116.7724,72.15014,,68.53024
101,3,Lithuania,31,3.29008,2176.458,0,105.3836,39.6568,100.0633,69.00634
101,4,Lithuania,38,5.18267,2337.476,0,109.1377,24.61813,131.1311,70.10805
101,5,Lithuania,43,7.469139,2829.246,0,113.1589,8.877891,163.1688,70.90903
101,6,Lithuania,47,7.628817,3165.696,0,101.4646,5.074934,193.417,71.21951
101,7,Lithuania,43,-1.073233,3107.158,0,87.27803,0.7537094,193.7166,71.57073
101,8,Lithuania,524,3.250722,3267.355,1,95.76971,0.9907251,212.9683,72.01952
101,9,Lithuania,457,6.735714,3492.73,1,105.0877,1.356711,220.1233,71.65854
101,10,Lithuania,447,6.863523,4082.896,1,111.1277,0.2780066,263.2959,71.76098
101,11,Lithuania,418,10.24668,5387.208,1,108.1363,-1.129479,352.2259,72.06097
101,12,Lithuania,444,7.350783,6564.106,1,111.1828,1.142382,375.3061,71.96098
101,13,Lithuania,472,7.802233,7603.976,1,122.1779,2.669679,446.6861,71.25366
101,14,Lithuania,464,7.844828,8864.992,1,128.345,3.740374,553.4794,71.0561
101,15,Lithuania,455,9.839802,11584.24,1,121.5265,5.745686,722.7656,70.9
101,16,Lithuania,554,2.927448,14071.26,1,131.9073,10.93992,930.9603,71.81219
101,17,Lithuania,583,-14.74171,11033.28,1,,4.445723,729.7849,72.91463
101,18,Lithuania,522,1.330193,10939.05,1
102,1,Luxembourg,11,4.200648,39727.2,0,183.3293,3.57792,,75.7122
102,2,Luxembourg,11,3.820921,43560.94,0,187.7743,2.204809,,76.37074
102,3,Luxembourg,9,1.4322,50599.89,0,191.5773,1.915249,2798.967,76.51219
102,4,Luxembourg,20,1.517841,49687.7,0,202.0302,1.393468,2782.153,76.51952
102,5,Luxembourg,19,5.938988,44145.43,0,224.4977,1.367511,2446.592,76.88049
102,6,Luxembourg,16,6.489833,45570.65,0,238.5613,0.9585662,2566.203,77.01707
102,7,Luxembourg,14,8.417903,49219.41,0,249.2834,1.004837,2843.586,77.77073
102,8,Luxembourg,265,8.443047,46457.89,1,278.991,3.147372,3437.755,77.87317
102,9,Luxembourg,266,2.517204,45748.09,1,275.6325,2.667458,3359.902,77.82439
102,10,Luxembourg,261,4.105186,50605.4,1,261.7215,2.074076,4170.893,78.20163
102,11,Luxembourg,254,1.54768,64562.48,1,250.1995,2.04984,4889.565,78.57886
102,12,Luxembourg,256,4.398646,74419.61,1,280.4821,2.225681,6027.091,78.9561
102,13,Luxembourg,259,5.429748,80959.98,1,286.0909,2.489582,6409.07,79.33334
102,14,Luxembourg,256,4.972165,90031.72,1,306.8488,2.675833,6898.987,79.71057
102,15,Luxembourg,27,6.638717,106901.6,1,319.7647,2.303366,7568.75,80.08781
102,16,Luxembourg,127,1.439517,118840.8,1,326.7637,3.400265,7998.018,80.08781
102,17,Luxembourg,259,-3.638829,106237.1,1,305.5747,0.3675145,8182.855,80.08781
102,18,Luxembourg,185,3.516109,108747.1,1
103,1,Macau,0,5.186032,13243.5,0,147.5846,6.705885,,77.61314
103,2,Macau,0,4.275658,14473.13,0,143.3813,6.252069,,77.87492
103,3,Macau,0,3.892047,15948.51,0,137.7797,8.558666,,78.11703
103,4,Macau,0,-0.4192612,15321.45,0,140.7266,4.822487,,78.33041
103,5,Macau,3,-0.2792422,15398.5,0,140.9381,3.490937,,78.51061
103,6,Macau,7,-4.570801,14441.89,0,140.4462,0.1726304,,78.66017
103,7,Macau,6,-2.358622,13626.83,0,148.7295,-3.199455,,78.78709
103,8,Macau,85,5.746905,13839.47,1,165.0536,-1.60572,,78.90649
103,9,Macau,116,2.888415,13796.23,1,167.8236,-1.989279,,79.04039
103,10,Macau,113,10.11309,14936.44,1,168.0074,-2.637336,,79.20185
103,11,Macau,90,14.16469,17000.07,1,164.5803,-1.560354,,79.39993
103,12,Macau,122,27.32042,21515.79,1,161.7051,0.9764139,,79.63412
103,13,Macau,92,6.917272,23600.04,1,152.9043,4.395329,,79.89548
103,14,Macau,75,16.49328,28427.14,1,147.1401,5.148562,,80.16798
103,15,Macau,28,25.26714,36249.24,1,142.961,5.571445,,80.43105
103,16,Macau,18,13.59266,40983.55,1,140.511,8.615085,,80.66914
103,17,Macau,10,1.325568,40403.85,1,131.7035,1.167315,,80.87678
103,18,Macau,31,,,1
104,1,Madagascar,16,2.09656,273.1372,0,39.93285,10.00836,,52.84395
104,2,Madagascar,13,-0.0716082,233.9563,0,51.63112,38.94179,,53.45854
104,3,Madagascar,12,1.712213,240.8173,0,55.84594,49.08021,6.740232,54.02773
104,4,Madagascar,11,2.148915,295.2381,0,46.49672,19.75636,9.31354,54.55305
104,5,Madagascar,11,3.693493,254.1131,0,51.82614,4.486382,8.570045,55.05146
104,6,Madagascar,7,3.932336,259.8799,0,50.798,6.208016,8.279569,55.54046
104,7,Madagascar,12,4.659116,250.7156,0,56.67501,9.929534,8.029956,56.02154
104,8,Madagascar,231,4.760065,253.8451,1,68.68443,11.85968,9.429701,56.50117
104,9,Madagascar,365,6.017824,287.9598,1,61.37074,6.937759,11.03357,56.98183
104,10,Madagascar,361,-12.67379,271.5987,1,38.58223,15.93202,10.45429,57.46449
104,11,Madagascar,415,9.784892,328.6324,1,55.15924,-1.224982,11.58764,57.94866
104,12,Madagascar,392,5.257004,254.7286,1,80.12032,13.81133,9.286581,58.43378
104,13,Madagascar,313,4.60288,286.051,1,73.77566,18.51256,10.57443,58.91936
104,14,Madagascar,264,5.022593,304.6169,1,75.50623,10.77225,12.04382,59.40093
104,15,Madagascar,30,6.240702,394.6753,1,82.3908,10.30072,16.32701,59.87646
104,16,Madagascar,127,7.128339,491.5894,1,83.3535,9.22362,21.73484,60.34149
104,17,Madagascar,207,-4.578215,432.5073,1,80.68359,8.956741,17.97023,60.79303
104,18,Madagascar,105,1.565686,432.8578,1
105,1,Malawi,26,9.69184,212.994,0,48.35227,22.77271,,51.10205
105,2,Malawi,26,-10.24018,120.9355,0,91.37796,34.64964,,51.57546
105,3,Malawi,22,16.72882,141.3952,0,78.4569,83.32578,6.699125,51.8988
105,4,Malawi,22,7.316681,226.5042,0,54.70242,37.60204,10.10216,52.02378
105,5,Malawi,30,3.792419,258.0983,0,54.94191,9.137352,12.67985,51.9571
105,6,Malawi,32,3.895254,164.9573,0,70.87518,29.74865,8.720057,51.72895
105,7,Malawi,33,3.042278,162.5965,0,71.31597,44.80416,9.991036,51.38344
105,8,Malawi,321,1.576078,155.2716,1,60.93864,29.58149,8.845016,50.99671
105,9,Malawi,357,-4.974964,148.8813,1,67.1184,22.7,7.04186,50.65978
105,10,Malawi,365,1.7,225.2291,1,54.95675,14.74463,10.10069,50.45307
105,11,Malawi,426,5.5,199.6432,1,67.29279,9.576797,11.75942,50.43239
105,12,Malawi,438,5.5,210.4731,1,68.15435,11.42981,15.17671,50.62263
105,13,Malawi,438,2.6,214.8888,1,76.23376,15.41035,16.37526,51.0271
105,14,Malawi,451,7.7,236.2156,1,69.7261,13.97429,19.86078,51.61561
105,15,Malawi,287,5.8,254.4875,1,62.21021,7.95221,16.56454,52.31549
105,16,Malawi,182,8.6,290.904,1,76.43279,8.712602,17.90078,53.0591
105,17,Malawi,342,7.6,327.3363,1,67.75953,8.422044,19.06556,53.80834
105,18,Malawi,326,7.1,342.6829,1
106,1,Malaysia,20,9.894947,3416.765,0,157.9414,3.536585,,70.9471
106,2,Malaysia,19,9.212043,3709.421,0,179.9059,3.724971,,71.18661
106,3,Malaysia,19,9.829082,4313.521,0,192.1141,3.450575,125.6816,71.42014
106,4,Malaysia,17,10.0027,4773.9,0,181.7663,3.488559,142.7283,71.64893
106,5,Malaysia,27,7.322743,4622.579,0,185.6651,2.662515,132.9778,71.87312
106,6,Malaysia,34,-7.359416,3248.741,0,209.4922,5.270342,101.6635,72.09429
106,7,Malaysia,27,6.13761,3478.432,0,217.5709,2.744561,111.0871,72.31444
106,8,Malaysia,307,8.858868,4029.874,1,220.4068,1.53474,128.1205,72.53497
106,9,Malaysia,390,0.5176753,3903.179,1,203.3646,1.416785,136.0233,72.76022
106,10,Malaysia,397,5.390988,4158.586,1,199.3562,1.807872,144.7601,72.99044
106,11,Malaysia,330,5.788499,4458.989,1,194.1951,0.9928162,207.4084,73.22549
106,12,Malaysia,397,6.783438,4955.529,1,210.3743,1.518542,221.6218,73.46381
106,13,Malaysia,401,5.332139,5377.687,1,212.1004,2.960865,222.0728,73.70234
106,14,Malaysia,358,5.848859,5998.275,1,210.4564,3.609236,258.7372,73.93668
106,15,Malaysia,90,6.480193,7028.339,1,199.448,2.027353,307.238,74.16344
106,16,Malaysia,83,4.70829,8211.508,1,183.5622,5.440782,353.2029,74.37971
106,17,Malaysia,114,-1.713754,7029.782,1,171.294,0.5833084,336.4386,74.58405
106,18,Malaysia,102,7.155595,8519.164,1
107,1,Maldives,2,,1368.447,0,146.8539,,,61.23676
107,2,Maldives,2,,1471.338,0,156.9461,,,61.66919
107,3,Maldives,1,,1609.865,0,169.8558,,136.5676,62.19539
107,4,Maldives,1,9.083035,1777.484,0,164.8085,,151.5508,62.82949
107,5,Maldives,2,10.4041,1965.836,0,169.678,,170.3816,63.56327
107,6,Maldives,7,9.791039,2051.025,0,168.2119,,173.4276,64.37395
107,7,Maldives,8,7.227081,2199.649,0,170.4314,,191.234,65.24342
107,8,Maldives,185,4.768509,2293.266,1,161.0912,,199.5708,66.1419
107,9,Maldives,216,3.45458,2261.047,1,156.8038,,190.2754,67.03766
107,10,Maldives,248,6.526111,2284.22,1,152.0949,,186.3069,67.89993
107,11,Maldives,224,8.538783,2434.308,1,152.955,,199.2365,68.70351
107,12,Maldives,312,9.516595,2692.462,1,172.709,,223.0579,69.4308
107,13,Maldives,335,-4.643776,2564.143,1,163.9201,,254.9982,70.07324
107,14,Maldives,323,17.97709,3087.206,1,187.6814,3.463087,296.8903,70.63342
107,15,Maldives,81,7.242998,3506.192,1,187.158,7.375163,326.6713,71.13049
107,16,Maldives,116,6.161501,4131.55,1,193.7096,12.25698,462.0645,71.58212
107,17,Maldives,126,-2.29939,4261.616,1,161.2839,3.983311,330.6986,71.99485
107,18,Maldives,146,4.779119,4713.88,1
108,1,Mali,25,-2.139403,287.5528,0,47.06382,-0.2637679,,43.68107
108,2,Mali,29,0.9121621,184.3031,0,65.87389,23.17679,,43.92183
108,3,Mali,34,6.209005,251.0204,0,57.34991,13.44177,14.829,44.17407
108,4,Mali,37,3.218406,259.5029,0,55.78542,6.80546,22.38458,44.43829
108,5,Mali,35,6.761094,238.6561,0,62.87494,-0.3629998,19.07162,44.71551
108,6,Mali,36,6.033114,243.5481,0,60.03294,4.03659,17.92448,45.00371
108,7,Mali,39,6.734813,234.32,0,64.63841,-1.201904,17.24629,45.30439
108,8,Mali,456,3.2,214.4666,1,66.16509,-0.6776617,15.87994,45.61754
108,9,Mali,424,12.1,225.9261,1,83.56393,5.187012,17.93066,45.94215
108,10,Mali,391,4.153319,278.5242,1,71.09835,5.032823,18.29595,46.27671
108,11,Mali,490,7.441395,352.3752,1,63.78351,-1.346726,23.39707,46.61922
108,12,Mali,552,2.18552,381.6227,1,63.13898,-3.099781,27.08415,46.96922
108,13,Mali,589,6.079794,402.6306,1,62.92913,6.397883,28.05223,47.32527
108,14,Mali,569,5.3,431.5592,1,72.34322,1.543526,29.92554,47.68739
108,15,Mali,731,4.3,509.6922,1,61.75182,1.412002,33.67625,48.05563
108,16,Mali,622,5,604.2937,1,,9.170988,38.73019,48.42902
108,17,Mali,626,4.5,601.2609,1,,2.199375,38.42789,48.80754
108,18,Mali,662,4.5,601.9196,1
109,1,Malta,19,4.480747,7318.595,0,178.9054,4.14482,,76.60244
109,2,Malta,19,5.651106,8017.762,0,181.702,4.129922,,76.9
109,3,Malta,23,6.342494,9456.986,0,179.7369,4.426645,601.5781,77.14391
109,4,Malta,22,3.777336,9662.756,0,167.882,2.054,649.1027,77.29025
109,5,Malta,20,5.256979,9486.823,0,160.4656,3.112078,646.1104,77.43658
109,6,Malta,17,5.125603,9895.698,0,163.2015,2.385251,675.0568,77.18049
109,7,Malta,18,4.719973,10072.06,0,171.0559,2.134769,669.6807,77.14878
109,8,Malta,309,5.033754,9982.198,1,194.7585,2.369593,640.4306,78.2
109,9,Malta,325,-1.61648,9798.789,1,168.417,2.929492,650.7001,78.44146
109,10,Malta,325,2.620116,10690.76,1,166.3251,2.18849,780.8385,78.09268
109,11,Malta,352,-0.3065953,12529.04,1,163.3417,1.303838,994.4392,78.35122
109,12,Malta,353,0.9024783,13972.79,1,161.7286,2.790828,1171.838,78.55366
109,13,Malta,355,4.014571,14770.29,1,159.5171,3.007967,1259.168,79.50488
109,14,Malta,371,3.635671,15900.36,1,178.4694,2.773264,1307.197,78.54878
109,15,Malta,223,3.696637,18452.16,1,182.0194,1.251349,1374.871,79.4439
109,16,Malta,184,2.57388,20422.94,1,170.6555,4.256737,1373.506,79.43171
109,17,Malta,151,-2.122417,19248.17,1,147.8303,2.085357,1446.433,79.89512
109,18,Malta,128,,,1
110,1,Mauritania,3,5.873637,581.1546,0,79.72665,9.370344,,56.00529
110,2,Mauritania,3,-3.060732,595.6829,0,57.91524,4.128259,,56.11146
110,3,Mauritania,7,9.8198,623.6023,0,82.00319,6.543791,16.38033,56.20717
110,4,Mauritania,24,5.818827,618.5948,0,79.69173,4.681306,10.45899,56.28939
110,5,Mauritania,22,-4.044697,584.9662,0,68.9072,4.625347,11.39302,56.35561
110,6,Mauritania,17,2.777936,496.2442,0,104.3438,8.031667,14.57722,56.40685
110,7,Mauritania,14,6.670371,471.737,0,96.83367,4.074176,18.73815,56.44261
110,8,Mauritania,145,1.850329,415.2367,1,120.4789,3.254067,16.0201,56.46136
110,9,Mauritania,189,2.892355,418.9024,1,86.50146,4.714896,11.16422,56.45866
110,10,Mauritania,147,1.096991,417.5891,1,89.50351,3.895705,15.99344,56.43895
110,11,Mauritania,123,5.594191,454.1019,1,86.30692,5.151902,14.17754,56.41178
110,12,Mauritania,209,5.178605,532.321,1,110.6108,10.36762,18.34677,56.3891
110,13,Mauritania,172,5.445003,622.3445,1,131.6011,12.12565,18.06696,56.39188
110,14,Mauritania,139,19.39977,881.4277,1,112.2076,6.241033,17.51179,56.44212
110,15,Mauritania,202,-5.707879,903.982,1,123.4274,7.254108,22.69934,56.55227
110,16,Mauritania,283,3.517004,1116.194,1,130.9639,7.346635,27.15516,56.72883
110,17,Mauritania,149,-1.220191,919.8902,1,117.2918,2.22092,21.91725,56.96929
110,18,Mauritania,70,5.006666,1080.406,1
111,1,Mauritius,6,5.082063,2974.807,0,122.5241,10.51784,,70.10732
111,2,Mauritius,6,4.136143,3196.895,0,122.1834,7.323472,,70.15854
111,3,Mauritius,5,4.287736,3599.552,0,119.7395,6.029332,124.3517,70.32585
111,4,Mauritius,6,5.587844,3899.442,0,127.8578,6.550973,131.6131,70.32293
111,5,Mauritius,8,5.687478,3646.638,0,127.8054,6.833344,121.5387,70.40488
111,6,Mauritius,10,6.070628,3593.241,0,132.1991,6.810793,127.5692,70.60732
111,7,Mauritius,13,2.61078,3651.231,0,131.3513,6.909146,126.5985,70.96098
111,8,Mauritius,289,9.026614,3861.039,1,123.33,4.199288,145.1152,71.66341
111,9,Mauritius,344,2.57357,3780.829,1,130.9905,5.389344,145.3155,71.76585
111,10,Mauritius,344,2.113313,3939.282,1,120.6017,6.460505,165.6651,71.96585
111,11,Mauritius,334,3.656856,4587.734,1,112.0655,3.924266,183.8478
111,12,Mauritius,380,5.745768,5177.275,1,110.4136,4.710371,220.6825
111,13,Mauritius,333,1.241388,5054.358,1,125.713,4.941599,230.2912,72.4322
111,14,Mauritius,284,3.947653,5193.28,1,134.5225,8.932649,264.8636,72.4322
111,15,Mauritius,131,5.875231,6180.712,1,127.8325,8.802725,323.125,72.57073
111,16,Mauritius,83,5.519005,7598.224,1,120.5311,9.732723,401.6015,72.57073
111,17,Mauritius,74,3.034426,6951.279,1,107.5193,2.549811,383.0532,72.64
111,18,Mauritius,40,4.035246,7588.712,1
112,1,Mexico,51,1.950525,4584.182,0,34.4213,9.751531,,71.97682
112,2,Mexico,50,4.458258,4709.603,0,38.39207,6.965778,,72.22411
112,3,Mexico,53,-6.217987,3145.518,0,58.0658,34.99928,176.2582,72.43751
112,4,Mexico,54,5.139828,3596.265,0,62.09543,34.37766,182.6557,72.77712
112,5,Mexico,56,6.775549,4274.417,0,60.64035,20.62648,222.2914,73.09908
112,6,Mexico,60,4.906526,4422.153,0,63.5085,15.92799,233.6385,73.4082
112,7,Mexico,61,3.873255,4982.192,0,63.09406,16.58561,274.0186,73.69684
112,8,Mexico,706,6.601985,5934.982,1,63.87228,9.495019,324.2535,73.96077
