cid,year,country,fps,gdpgrowthannual,gdppercapitacurrentus,strdum,tradeofgdp,inflation,healthexpenditurepercapitacurren,lifeexpect
1,1,Albania,15,9.6,381.4282,0,77.71507,85.00475,,71.919
1,2,Albania,15,8.3,625.8638,0,50.30201,22.56505,,72.02266
1,3,Albania,15,13.3,773.6711,0,46.98742,7.793219,27.97621,72.21919
1,4,Albania,21,9.1,970.1606,0,47.5473,12.72548,43.13866,72.52151
1,5,Albania,21,-10.2,711.4874,0,47.21093,33.18027,36.19486,72.91507
1,6,Albania,24,12.7,886.8906,0,45.13491,20.64286,47.15437,73.37585
1,7,Albania,29,10.1,1118.75,0,49.31591,0.3894376,65.08471,73.88293
1,8,Albania,428,7.3,1201.82,1,56.62534,0.0500181,75.34209,74.40437
1,9,Albania,480,7,1332.848,1,59.23018,3.107588,80.07032,74.90237
1,10,Albania,448,2.9,1446.348,1,67.13591,7.770526,90.40759,75.34953
1,11,Albania,428,5.7,1831.166,1,66.49364,0.4840026,113.7363,75.725
1,12,Albania,479,5.9,2408.914,1,64.84862,2.280019,162.2696,76.02129
1,13,Albania,515,5.5,2692.902,1,68.59919,2.366582,179.4162,76.2389
1,14,Albania,517,5,2925.461,1,74.24167,2.370728,201.7423,76.39475
1,15,Albania,375,5.9,3417.336,1,82.72255,2.932683,234.9929,76.51822
1,16,Albania,407,7.7,4125.82,1,85.63053,3.359242,280.5218,76.63371
1,17,Albania,424,3.3,3817.384,1,83.02747,2.280502,264.6041,76.75366
1,18,Albania,336,3.5,3719.083,1
2,1,Algeria,42,-2.100001,1839.904,0,44.92281,20.54033,,67.976
2,2,Algeria,39,-0.8999966,1534.398,0,48.58444,29.04766,,68.21788
2,3,Algeria,32,3.799995,1477.574,0,55.19101,29.77963,62.11367,68.46588
2,4,Algeria,38,4.099998,1632.187,0,53.70515,18.67908,61.82793,68.73449
2,5,Algeria,43,1.1,1649.042,0,52.24391,5.733523,66.95567,69.02566
2,6,Algeria,44,5.100004,1625.418,0,45.09445,4.950161,66.04398,69.33836
2,7,Algeria,39,3.200001,1617.494,0,50.49279,2.645511,62.57856,69.67305
2,8,Algeria,422,2.200001,1796.039,1,62.52959,0.3391632,62.66455,70.02417
2,9,Algeria,471,2.599995,1782.661,1,57.84963,4.225988,67.87519,70.38112
2,10,Algeria,510,4.700005,1816.159,1,60.47612,1.418302,65.94518,70.7299
2,11,Algeria,505,6.900002,2133.219,1,62.14075,2.580312,77.35498,71.059
2,12,Algeria,541,5.199997,2626.633,1,65.72401,3.565816,98.02477,71.3649
2,13,Algeria,536,5.099999,3114.916,1,71.91625,1.639822,111.2355,71.64615
2,14,Algeria,522,2,3513.167,1,70.12453,2.531136,149.647,71.9053
2,15,Algeria,413,3,4010.954,1,69.90255,3.521225,173.0334,72.1509
2,16,Algeria,414,2.4,4974.461,1,69.18229,4.443939,271.7003,72.38905
2,17,Algeria,501,2.1,4028.504,1,76.52058,5.742399,267.9465,72.62276
2,18,Algeria,823,3.006375,4500.675,1
3,1,Andorra,,-1.031492,,0
3,2,Andorra,,2.383195,,0
3,3,Andorra,,2.757494,,0,,,219.0709
3,4,Andorra,,4.649742,,0,,,1483.284
3,5,Andorra,0,9.067674,,0,,,1428.971
3,6,Andorra,1,3.194788,,0,,,1821.999
3,7,Andorra,7,4.099081,,0,,,1390.03
3,8,Andorra,180,1.165787,,1,,,1289.154
3,9,Andorra,243,11.77027,,1,,,1254.251
3,10,Andorra,274,5.874302,,1,,,1447.395
3,11,Andorra,303,6.754385,27501.41,1,,,1832.723
3,12,Andorra,294,6.48481,31129.03,1,,,2126.388
3,13,Andorra,336,5.917863,32681.69,1,,,2311.784
3,14,Andorra,356,6.789935,35344.16,1,,,2562.18
3,15,Andorra,76,1.428071,39491.5,1,,,2947.588
3,16,Andorra,57,3.570737,44290.8,1,,,3330.798
3,17,Andorra,20,,,1,,,3089.636
3,18,Andorra,,,,1
4,1,Angola,13,-24.7,448.9351,0,109.0578,1379.414,,42.43812
4,2,Angola,10,3.5,333.6944,0,161.2079,948.8112,,42.56541
4,3,Angola,13,10.4,401.9046,0,,2671.792,15.03546,42.6842
4,4,Angola,26,11.2,583.9985,0,150.7069,4145.107,10.96126,42.804
4,5,Angola,35,7.9,580.6445,0,135.9897,219.1767,13.08042,42.93883
4,6,Angola,44,6.804762,475.7512,0,130.0166,107.2848,8.826941,43.10071
4,7,Angola,44,3.2398,442.9016,0,178.9971,248.1959,8.581017,43.29959
4,8,Angola,517,3.012076,639.3199,1,152.4521,324.9969,15.40122,43.54546
4,9,Angola,539,3.141966,607.7115,1,151.5718,152.561,20.96575,43.84527
4,10,Angola,564,14.49055,753.8723,1,135.7321,108.8974,17.82239,44.197
4,11,Angola,485,3.308278,891.9549,1,132.6827,98.22372,23.54328,44.59364
4,12,Angola,490,11.18281,1225.575,1,123.393,43.54195,25.57646,45.03117
4,13,Angola,545,20.61324,1843.37,1,128.7226,22.96375,36.1272,45.50361
4,14,Angola,570,18.56334,2642.808,1,109.8904,13.30325,63.82887,46.00249
4,15,Angola,540,22.7,3443.636,1,119.8231,12.24868,85.75858,46.51785
4,16,Angola,443,13.8,4671.22,1,127.5432,12.47371,147.7759,47.03773
4,17,Angola,492,2.4,4081.219,1,98.46368,13.73145,203.8079,47.55166
4,18,Angola,337,2.3,4443.314,1
5,1,Antigua and Barbuda,9,5.390102,7059.378,0,186.9363
5,2,Antigua and Barbuda,9,6.327625,7533.842,0,116.0757
5,3,Antigua and Barbuda,7,-4.176823,7250.583,0,180.8963,,380.1743,74.53756
5,4,Antigua and Barbuda,9,6.739562,7733.165,0,174.2282,,397.3545
5,5,Antigua and Barbuda,10,4.885845,8072.783,0,158.9333,,394.5473,74.7317
5,6,Antigua and Barbuda,7,4.407671,8415.383,0,154.1557,,399.8999
5,7,Antigua and Barbuda,16,4.121605,8638.146,0,153.7392,1.020408,406.4197
5,8,Antigua and Barbuda,,1.480623,8610.652,1,145.3423,0.5092946,411.2554,75.06097
5,9,Antigua and Barbuda,244,2.211641,8851.634,1,129.3173,1.332738,470.6985
5,10,Antigua and Barbuda,217,2.523174,8916.491,1,122.3608,2.549856,479.1667,75.28049
5,11,Antigua and Barbuda,215,5.070969,9267.873,1,127.8761,1.809211,463.1916
5,12,Antigua and Barbuda,185,7.033822,9893.425,1,132.6726,2.755868,463.4146
5,13,Antigua and Barbuda,263,4.187961,10376.83,1,134.9174,2.543235,494.709
5,14,Antigua and Barbuda,239,13.277,11947.26,1,129.3231,0.0090188,608.7146
5,15,Antigua and Barbuda,153,9.075779,13490.81,1,127.6382,5.230409,627.0457
5,16,Antigua and Barbuda,110,0.1726895,13889.64,1,126.5938,0.7284257,651.341
5,17,Antigua and Barbuda,242,-10.92681,12530.7,1,115.7198,2.399183,652.5317
5,18,Antigua and Barbuda,176,-9.412777,11462.24,1
6,1,Argentina,55,5.906919,6990.638,0,16.22315,10.61149,,72.22005
6,2,Argentina,55,5.836201,7501.105,0,18.12188,4.177347,,72.44578
6,3,Argentina,56,-2.84521,7420.746,0,19.72411,3.376117,616.8915,72.669
6,4,Argentina,56,5.52669,7726.588,0,21.46781,0.1556959,620.2678,72.8902
6,5,Argentina,52,8.111047,8210.003,0,23.30132,0.5272583,671.2731,73.10934
6,6,Argentina,57,3.850179,8278.545,0,23.3166,0.9203365,687.8311,73.32642
6,7,Argentina,66,-3.385457,7760.219,0,21.32208,-1.166896,706.955,73.54192
6,8,Argentina,721,-0.7889989,7693.923,1,22.40474,-0.9359394,688.9713,73.75493
6,9,Argentina,771,-4.40884,7200.194,1,21.73878,-1.066635,677.7794,73.96495
6,10,Argentina,802,-10.89448,2708.331,1,40.48969,25.8685,225.2235,74.17103
6,11,Argentina,751,8.837041,3408.346,1,39.1728,13.44285,283.148,74.37371
6,12,Argentina,744,9.029573,3990.653,1,43.42471,4.415718,332.1447,74.573
6,13,Argentina,785,9.17895,4729.817,1,44.25665,9.6394,399.861,74.76791
6,14,Argentina,772,8.466063,5474.091,1,43.99162,10.90112,463.2048,74.95939
6,15,Argentina,1551,8.653337,6603.333,1,44.96367,8.831413,560.7292,75.14793
6,16,Argentina,1523,6.75844,8190.879,1,45.12584,8.584601,695.4619,75.33398
6,17,Argentina,1180,0.8502415,7624.365,1,37.35352,6.273446,730.173,75.51751
6,18,Argentina,1085,9.160917,9066.896,1
7,1,Armenia,,-8.799999,356.4318,0,107.9732,,,68.01276
7,2,Armenia,,5.400003,399.6773,0,112.4288,4447.866,,68.27892
7,3,Armenia,6,6.899998,455.5508,0,86.11485,175.9513,25.84577,68.62046
7,4,Armenia,16,5.865401,503.4333,0,79.22956,18.68118,29.77021,69.02944
7,5,Armenia,23,3.32108,523.0024,0,78.54774,13.96076,30.61887,69.49163
7,6,Armenia,27,7.3,609.1146,0,71.84245,8.672486,36.25393,69.98553
7,7,Armenia,31,3.3,597.1597,0,70.56042,0.6482458,37.83455,70.49249
7,8,Armenia,423,5.9,621.4828,1,73.91822,-0.7908838,40.63942,70.98844
7,9,Armenia,441,9.6,691.0844,1,71.6178,3.145905,47.24273,71.45305
7,10,Armenia,449,13.1863,776.4299,1,75.94341,1.060049,44.17263,71.87963
7,11,Armenia,399,14,917.351,1,82.18764,4.721553,52.03305,72.2609
7,12,Armenia,407,10.5,1168.125,1,69.51218,6.961261,67.74232,72.59295
7,13,Armenia,402,13.9,1598.877,1,72.03893,0.6423433,77.71227,72.87624
7,14,Armenia,431,13.2,2080.661,1,62.60919,2.892357,86.90579,73.11824
7,15,Armenia,196,13.7492,2996.396,1,58.33646,4.407361,116.3296,73.33432
7,16,Armenia,386,6.901393,3789.954,1,54.51301,8.949953,142.8109,73.53739
7,17,Armenia,313,-14.26864,2770.434,1,48.44553,3.406767,128.8576,73.73492
7,18,Armenia,321,0.950611,2997.948,1
8,1,Aruba,0,3.999587,14851.32,0,240.4848,5.21556,,73.48663
8,2,Aruba,0,6.0006,16197.23,0,224.4395,6.31108,,73.49976
8,3,Aruba,0,11.24182,16436.27,0,222.9272,3.361391,,73.50917
8,4,Aruba,1,1.226732,16608.95,0,273.0364,3.225288,,73.51693
8,5,Aruba,1,7.781031,17969.47,0,250.6929,2.999948,,73.5281
8,6,Aruba,3,6.688119,19133.75,0,161.1204,1.869488,,73.54681
8,7,Aruba,4,1.166555,19409.3,0,,2.280372,,73.57858
8,8,Aruba,44,3.682012,20502.11,1,,4.044021,,73.628
8,9,Aruba,100,-0.6929287,20475.56,1,,3.106112,,73.7011
8,10,Aruba,101,-2.578238,20136.48,1,,3.444064,,73.79785
8,11,Aruba,87,1.568546,,1,,3.290043,,73.91629
8,12,Aruba,69,,,1,,2.534482,,74.05386
8,13,Aruba,64,,,1,,3.487024,,74.20705
8,14,Aruba,46,,,1,,3.608711,,74.36783
8,15,Aruba,0,,,1,,5.391202,,74.53065
8,16,Aruba,,,,1,,8.957732,,74.68897
8,17,Aruba,22,,,1,,-2.136081,,74.84076
8,18,Aruba,11,,,1
9,1,Australia,35,4.00108,17861.19,0,34.77675,1.81311,,77.87805
9,2,Australia,34,3.841725,18287.87,0,35.76385,1.894977,,77.87805
9,3,Australia,31,4.081535,20534.02,0,37.2158,4.638136,1574.279,77.82927
9,4,Australia,37,4.180006,22044.72,0,37.758,2.61242,1767.722,78.07805
9,5,Australia,42,3.900003,23636.34,0,37.56732,0.2504174,1766.049,78.48048
9,6,Australia,52,4.430012,21442.83,0,39.62341,0.8534554,1597.621,78.63171
9,7,Australia,49,5.160042,20617.6,0,38.80134,1.465428,1754.985,78.93171
9,8,Australia,410,3.950023,21768.04,1,40.64429,4.475183,1728.462,79.23415
9,9,Australia,479,1.979972,19596.54,1,43.79924,4.380841,1644.803,79.63415
9,10,Australia,586,3.829966,20214.31,1,40.98767,3.003171,1858.49,79.93658
9,11,Australia,557,3.160016,23546.59,1,39.72421,2.770735,2339.219,80.23902
9,12,Australia,498,4.139959,30569.07,1,36.52595,2.343612,2888.977,80.49024
9,13,Australia,577,2.840068,34128,1,38.63958,2.668733,3157.754,80.84146
9,14,Australia,610,3.069944,36202.54,1,40.67479,3.538487,3352.967,81.04147
9,15,Australia,703,3.770041,40660.4,1,40.69788,2.332361,3975.529,81.29269
9,16,Australia,607,3.729978,48498.73,1,41.39437,4.352643,4179.648,81.39512
9,17,Australia,777,1.290121,42278.73,1,,1.820112,3867.428,81.5439
9,18,Australia,863,,,1
10,1,Austria,39,0.3743283,23747.6,0,65.50636,3.625806,,76.10634
10,2,Austria,39,2.212929,25375.07,0,68.35581,2.959065,,76.45707
10,3,Austria,35,2.539114,29965.06,0,70.69408,2.2501,2864.752,76.71561
10,4,Austria,41,2.229915,29396.61,0,72.69585,1.843557,2784.597,76.98366
10,5,Austria,46,2.125614,25953.48,0,79.37025,1.308345,2539.788,77.38756
10,6,Austria,54,3.595228,26577.11,0,81.65641,0.921271,2652.343,77.57317
10,7,Austria,54,3.339986,26359,0,83.46812,0.5623949,2663.235,77.77561
10,8,Austria,603,3.651015,23865.55,1,91.08454,2.395181,2361.02,78.02683
10,9,Austria,572,0.520094,23642.29,1,94.71494,2.663437,2373.751,78.52683
10,10,Austria,558,1.647414,25478,1,93.32064,1.802094,2577.831,78.67805
10,11,Austria,541,0.8011077,31047.11,1,93.69523,1.355557,3171.065,78.63171
10,12,Austria,526,2.544585,35357.73,1,100.0108,2.061209,3647.441,79.18049
10,13,Austria,522,2.459821,36792.19,1,104.3997,2.304785,3837.409,79.33171
10,14,Austria,550,3.598518,38918.57,1,108.5357,1.449635,3979.465,79.83171
10,15,Austria,473,3.729444,44850.12,1,112.8981,2.217841,4598.347,79.98293
10,16,Austria,366,2.178808,49739.05,1,112.6098,3.182256,5200.884,80.23415
10,17,Austria,388,-3.888232,45561.86,1,96.52409,0.4906542,5037.311,80.08292
10,18,Austria,523,1.961461,44878.55,1
11,1,Azerbaijan,,-23.1,530.0904,0,133.4208,1128,,65.1461
11,2,Azerbaijan,,-19.7,436.1906,0,55.35265,1662.216,,65.15068
11,3,Azerbaijan,4,-11.8,397.1981,0,69.41089,411.7596,18.19817,65.25073
11,4,Azerbaijan,9,1.3,409.2167,0,85.06336,19.7948,25.04244,65.45861
11,5,Azerbaijan,18,5.8,505.5767,0,82.04625,3.674348,27.38463,65.75834
11,6,Azerbaijan,21,10,561.9103,0,77.23358,-0.7726979,30.49556,66.12993
11,7,Azerbaijan,31,7.4,573.8723,0,69.86122,-8.52517,30.67224,66.55963
11,8,Azerbaijan,390,11.1,655.1027,1,77.41946,1.805003,30.35534,67.02761
11,9,Azerbaijan,349,9.9,703.6761,1,78.24097,1.547196,31.24239,67.51168
11,10,Azerbaijan,390,10.6,763.1066,1,92.81746,2.771165,33.79318,67.99178
11,11,Azerbaijan,383,11.2,883.6205,1,107.5614,2.233865,57.40664,68.44987
11,12,Azerbaijan,387,10.2,1045.039,1,121.5034,6.70893,81.89235,68.87188
11,13,Azerbaijan,432,26.4,1578.367,1,115.8334,9.679507,122.1983,69.25127
11,14,Azerbaijan,394,34.5,2472.998,1,105.2656,8.374063,149.5859,69.5881
11,15,Azerbaijan,182,25.049,3851.326,1,96.64464,16.59537,191.5429,69.89354
11,16,Azerbaijan,279,10.8,5329.219,1,94.24992,20.79158,239.562,70.17768
11,17,Azerbaijan,209,9.3,4899.091,1,77.26874,1.401056,284.7253,70.44312
11,18,Azerbaijan,236,5.000451,5751.548,1
12,1,Bahamas,,0.3078065,11414.44,0,103.36,2.722898,,69.65871
12,2,Bahamas,,3.148916,11802.71,0,104.402,1.399334,,69.54942
12,3,Bahamas,,4.378751,12192.39,0,104.4654,2.066995,833.8044,69.47514
12,4,Bahamas,,4.22353,12609.49,0,105.8568,1.379137,871.0296,69.466
12,5,Bahamas,,7.9,14446.42,0,97.6366,0.5441504,934.5184,69.53503
12,6,Bahamas,,4.7,15938.47,0,92.23862,1.336613,1000.436,69.68832
12,7,Bahamas,,7.1,17146.73,0,92.19037,1.254248,1039.44,69.92837
12,8,Bahamas,47,4.1,18136.43,1,95.14211,1.606329,1072.054,70.24768
12,9,Bahamas,117,2.6,18305.68,1,87.05802,2.04499,1075.912,70.63024
12,10,Bahamas,106,2.7,18869.94,1,86.15102,2.173578,1116.115,71.04795
12,11,Bahamas,90,-1.3,18721.83,1,87.30429,3.025045,1151.849,71.47617
12,12,Bahamas,88,0.9,18763.87,1,94.11021,0.981914,1217.83,71.90134
12,13,Bahamas,90,3.4,19996.48,1,101.9906,1.591606,1250.273,72.31383
12,14,Bahamas,68,-2.886122,20863.63,1,110.4772,2.389826,1376.607,72.71154
12,15,Bahamas,113,1.4,21683.95,1,113.4443,2.492578,1433.31,73.10093
12,16,Bahamas,58,-1.3,21612.66,1,,4.48956,1481.038,73.48547
12,17,Bahamas,74,-5.4,20710.92,1,,2.062735,1557.655,73.86414
12,18,Bahamas,43,0.9,21802.76,1
13,1,Bahrain,21,12.87001,9547.186,0,164.6039,2.53886,,73.0358
13,2,Bahrain,20,-0.250001,9914.494,0,155.1782,0.8169109,,73.32491
13,3,Bahrain,25,3.929992,10125.6,0,152.4643,2.704035,466.3478,73.58395
13,4,Bahrain,20,4.110005,10290.84,0,164.1154,-0.4522274,471.0381,73.81395
13,5,Bahrain,21,3.092999,10452.69,0,148.5821,2.431551,492.2087,74.02142
13,6,Bahrain,21,4.790002,9950.586,0,128.4891,-0.3665339,471.4601,74.21232
13,7,Bahrain,24,4.300001,10418.12,0,141.8317,-1.287588,489.1125,74.39061
13,8,Bahrain,223,5.299994,12262.38,1,153.8256,-0.7048529,487.69,74.56129
13,9,Bahrain,266,4.6,11924.03,1,142.7948,-1.207572,510.4259,74.72878
13,10,Bahrain,400,5.26,12482.04,1,148.1614,-0.4955401,547.5795,74.89456
13,11,Bahrain,410,7.2,14007.26,1,145.5361,1.593626,594.6773,75.06112
13,12,Bahrain,537,5.6,15787.13,1,164.7225,2.352941,623.4379,75.229
13,13,Bahrain,594,7.8,18500.16,1,175.9588,2.586207,685.6011,75.39973
13,14,Bahrain,603,6.7,21324.11,1,171.6941,2.00747,755.8715,75.57234
13,15,Bahrain,321,8.34,24320.79,1,162.0816,3.256667,883.9397,75.74342
13,16,Bahrain,340,6.3,28240.48,1,171.1611,3.526003,1044.028,75.91149
13,17,Bahrain,407,,26020.98,1,,2.795513,1107.906,76.0761
13,18,Bahrain,524,,,1
14,1,Bangladesh,9,4.574376,269.443,0,23.12158,3.014819,,56.12259
14,2,Bangladesh,9,4.084703,268.8992,0,22.86587,5.31374,,56.85712
14,3,Bangladesh,9,4.925052,296.2043,0,28.20949,10.20312,10.41915,57.60668
14,4,Bangladesh,9,4.621968,311.3537,0,29.77754,2.382733,10.55688,58.36424
14,5,Bangladesh,14,5.387552,317.8336,0,30.01163,5.390315,8.516938,59.12032
14,6,Bangladesh,15,5.227531,324.9397,0,31.6062,8.402238,8.598483,59.86637
14,7,Bangladesh,11,4.86923,330.5547,0,31.8524,6.106696,8.934103,60.59639
14,8,Bangladesh,247,5.944507,334.7728,1,33.20734,2.208256,9.093247,61.30693
14,9,Bangladesh,223,5.274014,327.9246,1,36.88216,2.007174,9.454731,62.00098
14,10,Bangladesh,249,4.415411,326.2827,1,33.32301,3.332565,10.01363,62.68007
14,11,Bangladesh,199,5.255994,350.1024,1,34.24911,5.668708,10.5823,63.34268
14,12,Bangladesh,268,6.270503,375.2548,1,36.27827,9.171141,11.59491,63.98381
14,13,Bangladesh,217,5.955479,393.657,1,39.62709,7.046618,12.07486,64.59339
14,14,Bangladesh,224,6.629337,398.1724,1,44.21832,6.765261,13.18322,65.16039
14,15,Bangladesh,108,6.427843,433.6883,1,46.47912,9.106985,15.03645,65.67778
14,16,Bangladesh,78,6.190432,497.2143,1,49.09108,8.901945,16.51938,66.145
14,17,Bangladesh,68,5.741158,550.8528,1,45.98003,5.423472,18.43126,66.56461
14,18,Bangladesh,122,5.834784,608.64,1
15,1,Barbados,10,0.9884188,6322.99,0,109.3002,1.113439,,74.71925
15,2,Barbados,11,3.974816,6669.921,0,107.52,0.0772044,,74.75832
15,3,Barbados,13,1.490133,7206.271,0,118.2173,1.878863,459.3201,74.78678
15,4,Barbados,18,1.834015,7722.672,0,117.5317,2.386152,478.6515,74.81839
15,5,Barbados,23,6.394727,8587.804,0,115.4621,7.710539,513.3418,74.86485
15,6,Barbados,26,4.112363,9317.468,0,108.1206,-1.268887,554.8222,74.93736
15,7,Barbados,24,2.592656,9775.895,0,108.1435,1.560062,601.9826,75.04153
15,8,Barbados,322,2.311774,10168.05,1,107.5112,2.435813,639.7622,75.1829
15,9,Barbados,407,-5.054047,10162.64,1,106.4389,2.577835,677.3936,75.36092
15,10,Barbados,421,-3.545465,9846.525,1,107.6307,0.1252495,717.7795,75.56744
15,11,Barbados,419,2.007991,10695.88,1,108.4817,1.619433,742.7914,75.79278
15,12,Barbados,377,3.685849,11179.91,1,115.4894,1.394422,780.6933,76.03185
15,13,Barbados,393,3.182437,11865.7,1,128.7285,6.082187,826.0579,76.27753
15,14,Barbados,386,3.419222,12568.04,1,124.5082,7.307662,893.2372,76.52531
15,15,Barbados,309,0.4776821,13393.42,1,123.3529,4.03423,932.3728,76.77064
15,16,Barbados,159,0.18,14381.55,1,124.2439,8.108109,973.7346,77.0089
15,17,Barbados,248,-5.3,14050.82,1,125.2086,3.643862,1041.441,77.23556
15,18,Barbados,181,,12484.8,1
16,1,Belarus,4,-7.6,1590.035,0,151.0037,1190.233,,68.97073
16,2,Belarus,4,-11.7,1460.018,0,155.3745,2221.017,,68.7683
16,3,Belarus,11,-10.4,1370.673,0,103.7189,709.3461,70.67687,68.46098
16,4,Belarus,23,2.8,1452.447,0,96.77485,52.71208,90.36259,68.6122
16,5,Belarus,29,11.4,1396.502,0,125.5162,63.93737,93.31455,68.46098
16,6,Belarus,26,8.4,1511.77,0,122.9577,72.86972,92.24877,68.40732
16,7,Belarus,30,3.4,1209.615,0,120.8351,293.6787,76.758,67.90732
16,8,Belarus,396,5.8,1273.049,1,141.6092,168.6202,66.43472,68.91219
16,9,Belarus,427,4.725306,1239.167,1,137.0449,61.13493,84.86752,68.50732
16,10,Belarus,474,5.045267,1470.521,1,131.0021,42.53755,96.84113,68.0561
16,11,Belarus,489,7.043193,1805.296,1,134.1418,28.39784,121.9582,68.55366
16,12,Belarus,476,11.44974,2355.505,1,142.1365,18.10824,158.8201,68.9561
16,13,Belarus,554,7.816671,3090.359,1,118.8844,10.33888,209.5835,68.85122
16,14,Belarus,570,10.502,3797.782,1,124.2951,7.033029,235.0481,69.40488
16,15,Belarus,447,9.8465,4666.637,1,128.1539,8.4215,289.5185,70.20341
16,16,Belarus,553,11.29604,6276.668,1,129.5995,14.83788,350.8133,70.4561
16,17,Belarus,420,0.2,5098.962,1,112.8637,12.94566,294.6148,70.40732
16,18,Belarus,406,7.6,5672.693,1
17,1,Belgium,45,-0.9618731,21983.42,0,118.9174,2.753963,,76.31707
17,2,Belgium,44,3.226971,23882.15,0,123.5197,2.377799,,76.57073
17,3,Belgium,47,2.384757,28030.74,0,126.9515,1.466814,2390.463,76.66829
17,4,Belgium,47,1.406894,27117.58,0,128.2741,2.058919,2365.065,76.92195
17,5,Belgium,44,3.743596,24500.39,0,135.9938,1.627459,2095.332,77.22195
17,6,Belgium,50,1.92854,25018.9,0,135.7795,0.9544426,2176.26,77.87317
17,7,Belgium,51,3.543106,24855.79,0,135.9284,1.118421,2207.54,78.07073
17,8,Belgium,588,3.681671,22665.96,1,153.5537,2.54464,2025.275,78.17317
17,9,Belgium,610,0.7861977,22567.79,1,152.274,2.474445,2047.737,78.47317
17,10,Belgium,666,1.366939,24431.67,1,148.1656,1.641901,2274.443,78.57561
17,11,Belgium,682,0.7855915,29991.28,1,143.4298,1.592817,3013.823,78.72927
17,12,Belgium,696,3.234516,34651.7,1,148.4945,2.091939,3609.78,78.87805
17,13,Belgium,600,1.714983,35941.34,1,156.4355,2.784303,3699.872,79.32764
17,14,Belgium,596,2.691705,37838.02,1,160.8147,1.790057,3727.417,79.77724
17,15,Belgium,563,2.922468,43161.37,1,162.9345,1.815923,4635.917,80.22683
17,16,Belgium,600,1.004169,47193.99,1,170.5263,4.496386,5242.587,80.42683
17,17,Belgium,548,-2.750097,43671.48,1,143.1873,-0.0538987,5104.019,80.62683
17,18,Belgium,491,2.176932,43019.27,1
18,1,Belize,,6.276566,2730.535,0,96.89227,1.48042,,72.67768
18,2,Belize,,0.1579378,2752.418,0,102.2883,2.588235,,72.85564
18,3,Belize,,0.6439676,2863.888,0,97.08903,2.889908,110.4128,73.05595
18,4,Belize,0,1.428723,2888.61,0,100.2869,6.397682,93.28404,73.27073
18,5,Belize,1,3.545184,2844.34,0,108.5057,1.047559,100.5459,73.48946
18,6,Belize,3,3.740955,2888.354,0,109.5282,-0.8708273,109.3549,73.70663
18,7,Belize,2,8.780368,3013.607,0,122.432,-1.213135,107.626,73.92014
18,8,Belize,46,13.03877,3330.955,1,126.6453,0.6140165,122.855,74.13493
18,9,Belize,93,4.957174,3388.421,1,119.9654,1.157407,124.6018,74.35927
18,10,Belize,187,5.098748,3516.879,1,118.6765,2.205117,129.3584,74.60156
18,11,Belize,200,9.321357,3610.519,1,119.3839,2.605333,134.3841,74.86417
18,12,Belize,163,4.620541,3737.805,1,109.244,3.094624,129.7806,75.14603
18,13,Belize,147,3.027989,3820.681,1,117.2847,3.636714,139.7838,75.44161
18,14,Belize,134,4.653048,4025.085,1,123.2247,4.232846,148.9399,75.74244
18,15,Belize,0,1.218745,4098.721,1,121.5652,2.315984,192.8599,76.03915
18,16,Belize,349,3.768662,4218.255,1,132.13,6.389276,201.6674,76.3233
18,17,Belize,71,-0.033646,4056.123,1,,-1.08002,217.1521,76.59241
18,18,Belize,57,2,4152.887,1
19,1,Benin,7,3.519343,394.372,0,41.89688,0.4405992,,55.29207
19,2,Benin,7,4.372456,270.4794,0,50.12102,38.53086,,55.80127
19,3,Benin,5,4.604261,351.0608,0,53.20182,14.46255,17.78359,56.28639
19,4,Benin,4,5.547403,373.8479,0,45.31381,4.91424,18.32994,56.73703
19,5,Benin,10,6.14807,354.4091,0,44.95437,3.466296,16.07178,57.15319
19,6,Benin,16,4.540749,372.5755,0,44.58957,5.753314,17.18367,57.53844
19,7,Benin,21,4.697227,369.8188,0,44.96939,0.3267229,17.68441,57.89576
19,8,Benin,204,5.8,338.5984,1,43.29762,4.165404,15.26689,58.23612
19,9,Benin,239,5,344.7798,1,43.08029,3.984295,16.83283,58.57249
19,10,Benin,232,4.5,394.6839,1,41.02826,2.489162,16.8723,58.91681
19,11,Benin,259,3.9,483.5437,1,40.20504,1.487242,22.38654,59.28
19,12,Benin,384,3.1,531.8068,1,39.37892,0.8738908,24.28148,59.66558
19,13,Benin,390,2.9,544.9501,1,39.5755,5.364521,26.22162,60.075
19,14,Benin,396,4.099998,582.5194,1,34.0496,3.782177,27.49853,60.50278
19,15,Benin,227,4.6,660.7996,1,47.78225,1.298068,29.96633,60.94041
19,16,Benin,134,5.1,771.4937,1,44.08875,7.947299,32.13689,61.37798
19,17,Benin,362,3.8,742.9293,1,42.02119,2.15683,31.92885,61.81046
19,18,Benin,532,3,720.0654,1
20,1,Bermuda,19,3.008567,29841.97,0
20,2,Bermuda,19,0.5996131,30459.38,0
20,3,Bermuda,14,4.399148,32913.29,0,,,,75.73412
20,4,Bermuda,9,2.600476,43624.64,0
20,5,Bermuda,4,4.6,47401.49,0
20,6,Bermuda,4,3.9,50529.97,0
20,7,Bermuda,2,3.382649,53581.38,0
20,8,Bermuda,137,2.9,56459.16,1,,,,77.86488
20,9,Bermuda,219,1.9,58610.15,1
20,10,Bermuda,192,4.8,62467.71,1,,,,78.14961
20,11,Bermuda,161,2.9,66130.13,1
20,12,Bermuda,131,3.6,70508.15,1
