ctry,year,country,fifa,gdp,gdppc,pop
73,1998,Greece,49,1.20E+11,10724.9,1.10E+07
73,1999,Greece,43,1.20E+11,11042.7,1.10E+07
73,2000,Greece,582,1.30E+11,11500.6,1.10E+07
73,2001,Greece,573,1.30E+11,11947.8,1.10E+07
73,2002,Greece,556,1.40E+11,12316.5,1.10E+07
73,2003,Greece,563,1.40E+11,13005.9,1.10E+07
73,2004,Greece,641,1.50E+11,13527.1,1.10E+07
73,2005,Greece,706,1.50E+11,13782.9,1.10E+07
73,2006,Greece,708,1.60E+11,14437.2,1.10E+07
73,2007,Greece,945,1.70E+11,14995.4,1.10E+07
73,2008,Greece,1114,1.70E+11,15089,1.10E+07
73,2009,Greece,872,1.70E+11,14720,1.10E+07
73,2010,Greece,1016,1.60E+11,14005.2,1.10E+07
73,2011,Greece,1016,,,
74,1993,Grenada,3,2.80E+08,2887.94,98237
74,1994,Grenada,4,2.90E+08,2934.57,99338
74,1995,Grenada,6,3.00E+08,2983.21,100165
74,1996,Grenada,9,3.10E+08,3088.99,100660
74,1997,Grenada,18,3.30E+08,3223.03,100920
74,1998,Grenada,26,3.50E+08,3430.48,101020
74,1999,Grenada,25,3.80E+08,3773.58,101085
74,2000,Grenada,272,4.30E+08,4244.52,101208
74,2001,Grenada,244,4.10E+08,4070.67,101402
74,2002,Grenada,312,4.20E+08,4148.36,101634
74,2003,Grenada,317,4.60E+08,4486.78,101903
74,2004,Grenada,251,4.30E+08,4184.46,102194
74,2005,Grenada,322,4.80E+08,4674.24,102500
74,2006,Grenada,249,4.70E+08,4569.67,102823
74,2007,Grenada,78,4.90E+08,4760.85,103169
74,2008,Grenada,45,5.00E+08,4786.65,103538
74,2009,Grenada,253,4.50E+08,4371.73,103930
74,2010,Grenada,145,4.50E+08,4305.75,104342
74,2011,Grenada,349,,,
75,1993,Guatemala,,1.50E+10,1523.5,9.60E+06
75,1994,Guatemala,8,1.50E+10,1548.57,9.80E+06
75,1995,Guatemala,4,1.60E+10,1588.15,1.00E+07
75,1996,Guatemala,8,1.60E+10,1598.16,1.00E+07
75,1997,Guatemala,25,1.70E+10,1630.37,1.00E+07
75,1998,Guatemala,36,1.80E+10,1673.09,1.10E+07
75,1999,Guatemala,39,1.90E+10,1697.6,1.10E+07
75,2000,Guatemala,453,1.90E+10,1717.66,1.10E+07
75,2001,Guatemala,532,2.00E+10,1715.65,1.20E+07
75,2002,Guatemala,536,2.10E+10,1738.59,1.20E+07
75,2003,Guatemala,480,2.10E+10,1738.72,1.20E+07
75,2004,Guatemala,511,2.20E+10,1749.25,1.20E+07
75,2005,Guatemala,551,2.20E+10,1761.83,1.30E+07
75,2006,Guatemala,585,2.40E+10,1811.17,1.30E+07
75,2007,Guatemala,282,2.50E+10,1878.46,1.30E+07
75,2008,Guatemala,323,2.60E+10,1892.98,1.40E+07
75,2009,Guatemala,325,2.60E+10,1856.94,1.40E+07
75,2010,Guatemala,205,2.70E+10,1858.65,1.40E+07
75,2011,Guatemala,247,,,
76,1993,Guinea,28,2.30E+09,334.211,7.00E+06
76,1994,Guinea,28,2.40E+09,334.294,7.20E+06
76,1995,Guinea,27,2.50E+09,338.066,7.50E+06
76,1996,Guinea,32,2.70E+09,345.643,7.70E+06
76,1997,Guinea,34,2.80E+09,352.923,7.90E+06
76,1998,Guinea,39,2.90E+09,362.091,8.10E+06
76,1999,Guinea,37,3.10E+09,371.526,8.20E+06
76,2000,Guinea,406,3.10E+09,371.246,8.40E+06
76,2001,Guinea,470,3.20E+09,374.738,8.50E+06
76,2002,Guinea,413,3.30E+09,381.67,8.70E+06
76,2003,Guinea,365,3.50E+09,394.911,8.90E+06
76,2004,Guinea,444,3.60E+09,396.522,9.00E+06
76,2005,Guinea,515,3.70E+09,400.427,9.20E+06
76,2006,Guinea,531,3.80E+09,402.089,9.40E+06
76,2007,Guinea,881,3.90E+09,400.51,9.60E+06
76,2008,Guinea,765,4.00E+09,410.966,9.80E+06
76,2009,Guinea,710,4.00E+09,400.222,1.00E+07
76,2010,Guinea,458,4.10E+09,397.879,1.00E+07
76,2011,Guinea,569,,,
77,1993,Guinea-Bissau,7,2.00E+08,182.376,1.10E+06
77,1994,Guinea-Bissau,6,2.10E+08,183.276,1.10E+06
77,1995,Guinea-Bissau,11,2.20E+08,186.592,1.20E+06
77,1996,Guinea-Bissau,15,2.40E+08,203.414,1.20E+06
77,1997,Guinea-Bissau,15,2.60E+08,211.897,1.20E+06
77,1998,Guinea-Bissau,11,1.90E+08,149.112,1.20E+06
77,1999,Guinea-Bissau,8,2.00E+08,157.269,1.30E+06
77,2000,Guinea-Bissau,93,2.20E+08,165.257,1.30E+06
77,2001,Guinea-Bissau,126,2.20E+08,161.682,1.30E+06
77,2002,Guinea-Bissau,150,2.00E+08,146.55,1.40E+06
77,2003,Guinea-Bissau,118,2.00E+08,143.035,1.40E+06
77,2004,Guinea-Bissau,116,2.00E+08,140.535,1.40E+06
77,2005,Guinea-Bissau,91,2.10E+08,143.125,1.50E+06
77,2006,Guinea-Bissau,109,2.20E+08,142.858,1.50E+06
77,2007,Guinea-Bissau,18,2.20E+08,144.167,1.50E+06
77,2008,Guinea-Bissau,72,2.30E+08,145.561,1.60E+06
77,2009,Guinea-Bissau,38,2.40E+08,146.636,1.60E+06
77,2010,Guinea-Bissau,19,2.40E+08,148.354,1.60E+06
77,2011,Guinea-Bissau,121,,,
78,1993,Guyana,4,5.50E+08,725.087,754130
78,1994,Guyana,4,5.90E+08,783.872,757032
78,1995,Guyana,3,6.20E+08,820.984,758853
78,1996,Guyana,3,6.70E+08,885.238,759254
78,1997,Guyana,7,7.10E+08,941.217,758564
78,1998,Guyana,6,7.00E+08,926.652,757323
78,1999,Guyana,9,7.20E+08,955.384,756362
78,2000,Guyana,107,7.10E+08,942.36,756259
78,2001,Guyana,105,7.30E+08,962.397,757175
78,2002,Guyana,147,7.40E+08,970.386,758834
78,2003,Guyana,167,7.30E+08,958.085,760850
78,2004,Guyana,134,7.50E+08,987.303,762654
78,2005,Guyana,145,7.40E+08,966.487,763834
78,2006,Guyana,185,7.80E+08,1015.48,764273
78,2007,Guyana,303,7.50E+08,978.736,764100
78,2008,Guyana,210,7.60E+08,998.942,763437
78,2009,Guyana,231,7.90E+08,1033.37,762498
78,2010,Guyana,191,8.20E+08,1079.88,761442
78,2011,Guyana,275,,,
79,1993,Haiti,3,3.40E+09,442.704,7.60E+06
79,1994,Haiti,2,3.00E+09,382.113,7.70E+06
79,1995,Haiti,8,3.20E+09,411.712,7.90E+06
79,1996,Haiti,7,3.40E+09,420.395,8.00E+06
79,1997,Haiti,22,3.50E+09,423.43,8.20E+06
79,1998,Haiti,20,3.50E+09,424.435,8.30E+06
79,1999,Haiti,28,3.60E+09,427.835,8.50E+06
79,2000,Haiti,384,3.70E+09,423.746,8.60E+06
79,2001,Haiti,459,3.60E+09,411.986,8.80E+06
79,2002,Haiti,492,3.60E+09,403.953,9.00E+06
79,2003,Haiti,496,3.60E+09,398.682,9.10E+06
79,2004,Haiti,455,3.50E+09,378.353,9.30E+06
79,2005,Haiti,481,3.60E+09,378.904,9.40E+06
79,2006,Haiti,465,3.70E+09,381.184,9.60E+06
79,2007,Haiti,346,3.80E+09,387.621,9.70E+06
79,2008,Haiti,438,3.80E+09,384.705,9.90E+06
79,2009,Haiti,357,3.90E+09,389.641,1.00E+07
79,2010,Haiti,348,3.70E+09,372.723,1.00E+07
79,2011,Haiti,358,,,
80,1993,Honduras,37,6.00E+09,1120.61,5.30E+06
80,1994,Honduras,37,5.90E+09,1078.22,5.50E+06
80,1995,Honduras,34,6.10E+09,1095.03,5.60E+06
80,1996,Honduras,38,6.30E+09,1108.35,5.70E+06
80,1997,Honduras,43,6.70E+09,1138.08,5.80E+06
80,1998,Honduras,38,6.90E+09,1146.2,6.00E+06
80,1999,Honduras,33,6.70E+09,1101.15,6.10E+06
80,2000,Honduras,462,7.10E+09,1140.54,6.20E+06
80,2001,Honduras,557,7.30E+09,1147.8,6.40E+06
80,2002,Honduras,650,7.60E+09,1166.96,6.50E+06
80,2003,Honduras,591,7.90E+09,1195.69,6.60E+06
80,2004,Honduras,564,8.40E+09,1244.96,6.80E+06
80,2005,Honduras,575,8.90E+09,1294.09,6.90E+06
80,2006,Honduras,628,9.50E+09,1351.74,7.00E+06
80,2007,Honduras,538,1.00E+10,1408.55,7.20E+06
80,2008,Honduras,578,1.10E+10,1435.53,7.30E+06
80,2009,Honduras,689,1.00E+10,1380.33,7.50E+06
80,2010,Honduras,738,1.10E+10,1388.4,7.60E+06
80,2011,Honduras,531,,,
81,1993,Hong Kong,11,1.40E+11,23206.5,5.90E+06
81,1994,Hong Kong,13,1.50E+11,24054.1,6.00E+06
81,1995,Hong Kong,15,1.50E+11,24123.3,6.20E+06
81,1996,Hong Kong,16,1.60E+11,24043.5,6.40E+06
81,1997,Hong Kong,18,1.60E+11,25049.8,6.50E+06
81,1998,Hong Kong,18,1.50E+11,23344.5,6.50E+06
81,1999,Hong Kong,16,1.60E+11,23713.6,6.60E+06
81,2000,Hong Kong,268,1.70E+11,25374.5,6.70E+06
81,2001,Hong Kong,311,1.70E+11,25313.4,6.70E+06
81,2002,Hong Kong,290,1.70E+11,25665.5,6.70E+06
81,2003,Hong Kong,226,1.80E+11,26489.3,6.70E+06
81,2004,Hong Kong,310,1.90E+11,28508.8,6.80E+06
81,2005,Hong Kong,361,2.10E+11,30394.8,6.80E+06
81,2006,Hong Kong,383,2.20E+11,32320.2,6.90E+06
81,2007,Hong Kong,225,2.40E+11,34043.6,6.90E+06
81,2008,Hong Kong,228,2.40E+11,34570.2,7.00E+06
81,2009,Hong Kong,139,2.40E+11,33525.6,7.00E+06
81,2010,Hong Kong,137,2.50E+11,35671,7.00E+06
81,2011,Hong Kong,128,,,
82,1993,Hungary,34,3.70E+10,3606.44,1.00E+07
82,1994,Hungary,34,3.90E+10,3717.81,1.00E+07
82,1995,Hungary,31,3.90E+10,3778.44,1.00E+07
82,1996,Hungary,33,3.90E+10,3823.59,1.00E+07
82,1997,Hungary,34,4.10E+10,3996.51,1.00E+07
82,1998,Hungary,37,4.30E+10,4212.68,1.00E+07
82,1999,Hungary,47,4.50E+10,4403.46,1.00E+07
82,2000,Hungary,533,4.80E+10,4689.61,1.00E+07
82,2001,Hungary,556,5.00E+10,4893.09,1.00E+07
82,2002,Hungary,537,5.20E+10,5122.96,1.00E+07
82,2003,Hungary,533,5.40E+10,5358.57,1.00E+07
82,2004,Hungary,517,5.70E+10,5622.86,1.00E+07
82,2005,Hungary,562,5.90E+10,5853.79,1.00E+07
82,2006,Hungary,547,6.00E+10,5907.25,1.00E+07
82,2007,Hungary,494,6.00E+10,5962.13,1.00E+07
82,2008,Hungary,594,6.10E+10,6022.01,1.00E+07
82,2009,Hungary,606,5.60E+10,5627.88,1.00E+07
82,2010,Hungary,613,5.70E+10,5703.72,1.00E+07
82,2011,Hungary,632,,,
83,1993,Iceland,35,6.60E+09,25042.1,263800
83,1994,Iceland,35,6.90E+09,25731.2,266000
83,1995,Iceland,38,6.90E+09,25569,268000
83,1996,Iceland,37,7.20E+09,26594,270000
83,1997,Iceland,37,7.50E+09,27695.5,272000
83,1998,Iceland,38,8.00E+09,29230,274000
83,1999,Iceland,40,8.30E+09,30043,277500
83,2000,Iceland,536,8.70E+09,30951.2,281000
83,2001,Iceland,545,9.00E+09,31713.6,285000
83,2002,Iceland,569,9.10E+09,31426.8,288000
83,2003,Iceland,528,9.30E+09,32012.1,289548
83,2004,Iceland,548,1.00E+10,34177.7,292096
83,2005,Iceland,495,1.10E+10,36157.5,296750
83,2006,Iceland,482,1.10E+10,36944.8,303782
83,2007,Iceland,335,1.20E+10,38165.7,311566
83,2008,Iceland,380,1.20E+10,37974.6,317414
83,2009,Iceland,421,1.10E+10,35173.1,319062
83,2010,Iceland,346,1.10E+10,34016.7,318450
83,2011,Iceland,261,,,
84,1993,India,13,3.00E+11,335.918,9.00E+08
84,1994,India,13,3.20E+11,351.867,9.20E+08
84,1995,India,13,3.50E+11,371.807,9.30E+08
84,1996,India,14,3.70E+11,392.918,9.50E+08
84,1997,India,20,3.90E+11,401.789,9.70E+08
84,1998,India,26,4.10E+11,419.396,9.80E+08
84,1999,India,27,4.40E+11,442.789,1.00E+09
84,2000,India,359,4.60E+11,452.969,1.00E+09
84,2001,India,315,4.80E+11,468.96,1.00E+09
84,2002,India,362,5.00E+11,479.123,1.10E+09
84,2003,India,330,5.50E+11,511.543,1.10E+09
84,2004,India,366,5.90E+11,546.029,1.10E+09
84,2005,India,365,6.50E+11,588.808,1.10E+09
84,2006,India,355,7.00E+11,634.573,1.10E+09
84,2007,India,90,7.70E+11,687.591,1.10E+09
84,2008,India,152,8.10E+11,711.899,1.10E+09
84,2009,India,168,8.90E+11,766.376,1.20E+09
84,2010,India,158,9.70E+11,829.665,1.20E+09
84,2011,India,132,,,
85,1993,Indonesia,11,1.40E+11,735.358,1.90E+08
85,1994,Indonesia,12,1.50E+11,779.108,1.90E+08
85,1995,Indonesia,8,1.60E+11,832.28,1.90E+08
85,1996,Indonesia,11,1.70E+11,883.149,1.90E+08
85,1997,Indonesia,21,1.80E+11,911.751,2.00E+08
85,1998,Indonesia,34,1.60E+11,781.179,2.00E+08
85,1999,Indonesia,34,1.60E+11,776.655,2.00E+08
85,2000,Indonesia,410,1.70E+11,803.882,2.10E+08
85,2001,Indonesia,427,1.70E+11,822.026,2.10E+08
85,2002,Indonesia,467,1.80E+11,847.628,2.10E+08
85,2003,Indonesia,389,1.90E+11,876.519,2.10E+08
85,2004,Indonesia,475,2.00E+11,908.759,2.20E+08
85,2005,Indonesia,504,2.10E+11,948.366,2.20E+08
85,2006,Indonesia,418,2.20E+11,988.169,2.20E+08
85,2007,Indonesia,111,2.30E+11,1038.16,2.30E+08
85,2008,Indonesia,207,2.50E+11,1087.64,2.30E+08
85,2009,Indonesia,167,2.60E+11,1124.45,2.30E+08
85,2010,Indonesia,206,2.70E+11,1180.01,2.30E+08
85,2011,Indonesia,224,,,
86,1993,Iran,30,8.10E+10,1422.55,5.70E+07
86,1994,Iran,30,8.10E+10,1394.96,5.80E+07
86,1995,Iran,25,8.30E+10,1409.12,5.90E+07
86,1996,Iran,17,8.90E+10,1485.86,6.00E+07
86,1997,Iran,33,9.20E+10,1512.86,6.10E+07
86,1998,Iran,47,9.50E+10,1527.98,6.20E+07
86,1999,Iran,53,9.60E+10,1531.62,6.30E+07
86,2000,Iran,525,1.00E+11,1584.12,6.40E+07
86,2001,Iran,585,1.10E+11,1615.97,6.50E+07
86,2002,Iran,642,1.10E+11,1710.17,6.60E+07
86,2003,Iran,628,1.20E+11,1803.69,6.70E+07
86,2004,Iran,649,1.30E+11,1866.86,6.80E+07
86,2005,Iran,697,1.30E+11,1924.39,6.90E+07
86,2006,Iran,703,1.40E+11,2008.42,7.00E+07
86,2007,Iran,720,1.50E+11,2137.43,7.10E+07
86,2008,Iran,663,1.60E+11,2158.17,7.20E+07
86,2009,Iran,613,1.60E+11,2168.46,7.30E+07
86,2010,Iran,508,,,7.40E+07
86,2011,Iran,491,,,
87,1993,Iraq,28,,,2.00E+07
87,1994,Iraq,28,,,2.10E+07
87,1995,Iraq,19,,,2.20E+07
87,1996,Iraq,17,,,2.20E+07
87,1997,Iraq,27,1.60E+10,700.347,2.30E+07
87,1998,Iraq,39,2.20E+10,915.967,2.40E+07
87,1999,Iraq,33,2.70E+10,1109.1,2.40E+07
87,2000,Iraq,441,2.60E+10,1029.81,2.50E+07
87,2001,Iraq,471,2.40E+10,937.933,2.60E+07
87,2002,Iraq,515,2.20E+10,843.275,2.60E+07
87,2003,Iraq,549,1.30E+10,482.696,2.70E+07
87,2004,Iraq,595,1.90E+10,689.569,2.80E+07
87,2005,Iraq,603,1.90E+10,667.719,2.80E+07
87,2006,Iraq,597,2.00E+10,691.484,2.90E+07
87,2007,Iraq,394,2.10E+10,684.404,3.00E+07
87,2008,Iraq,474,2.20E+10,730.788,3.10E+07
87,2009,Iraq,412,2.30E+10,742.546,3.10E+07
87,2010,Iraq,364,2.40E+10,730.195,3.20E+07
87,2011,Iraq,334,,,
88,1993,Israel,30,8.60E+10,16264.6,5.30E+06
88,1994,Israel,30,9.20E+10,16947.4,5.40E+06
88,1995,Israel,37,9.80E+10,17602.5,5.50E+06
88,1996,Israel,40,1.00E+11,18113.3,5.70E+06
88,1997,Israel,41,1.10E+11,18172.7,5.80E+06
88,1998,Israel,41,1.10E+11,18521.6,6.00E+06
88,1999,Israel,48,1.10E+11,18651.9,6.10E+06
88,2000,Israel,609,1.30E+11,19836.1,6.30E+06
88,2001,Israel,578,1.30E+11,19365.8,6.40E+06
88,2002,Israel,583,1.20E+11,18853.5,6.60E+06
88,2003,Israel,568,1.30E+11,18796,6.70E+06
88,2004,Israel,556,1.30E+11,19389.7,6.80E+06
88,2005,Israel,595,1.40E+11,20022.2,6.90E+06
88,2006,Israel,622,1.50E+11,20792.4,7.10E+06
88,2007,Israel,667,1.60E+11,21512,7.20E+06
88,2008,Israel,852,1.60E+11,22033.8,7.30E+06
88,2009,Israel,877,1.60E+11,21806,7.40E+06
88,2010,Israel,823,1.70E+11,22413.5,7.60E+06
88,2011,Israel,551,,,
89,1993,Italy,59,9.50E+11,16730,5.70E+07
89,1994,Italy,56,9.70E+11,17086.5,5.70E+07
89,1995,Italy,61,1.00E+12,17569,5.70E+07
89,1996,Italy,61,1.00E+12,17756.3,5.70E+07
89,1997,Italy,58,1.00E+12,18078.9,5.70E+07
89,1998,Italy,59,1.00E+12,18326.7,5.70E+07
89,1999,Italy,63,1.10E+12,18591.6,5.70E+07
89,2000,Italy,685,1.10E+12,19269,5.70E+07
89,2001,Italy,742,1.10E+12,19608.3,5.70E+07
89,2002,Italy,734,1.10E+12,19636.5,5.70E+07
89,2003,Italy,705,1.10E+12,19480.7,5.80E+07
89,2004,Italy,734,1.10E+12,19585.1,5.80E+07
89,2005,Italy,738,1.20E+12,19568.3,5.90E+07
89,2006,Italy,741,1.20E+12,19853.4,5.90E+07
89,2007,Italy,1560,1.20E+12,20000.5,5.90E+07
89,2008,Italy,1498,1.20E+12,19585.2,6.00E+07
89,2009,Italy,1326,1.10E+12,18443.4,6.00E+07
89,2010,Italy,1209,1.10E+12,18573.4,6.10E+07
89,2011,Italy,965,,,
90,1993,Jamaica,20,8.80E+09,3617.77,2.40E+06
90,1994,Jamaica,20,9.00E+09,3639.52,2.50E+06
90,1995,Jamaica,17,9.20E+09,3695.01,2.50E+06
90,1996,Jamaica,36,9.20E+09,3646.81,2.50E+06
90,1997,Jamaica,47,9.10E+09,3570.87,2.50E+06
90,1998,Jamaica,51,8.80E+09,3456.52,2.60E+06
90,1999,Jamaica,51,8.90E+09,3468.98,2.60E+06
90,2000,Jamaica,539,9.00E+09,3479.06,2.60E+06
90,2001,Jamaica,557,9.10E+09,3505,2.60E+06
90,2002,Jamaica,567,9.20E+09,3521.83,2.60E+06
90,2003,Jamaica,555,9.70E+09,3687.51,2.60E+06
90,2004,Jamaica,569,9.80E+09,3721.3,2.60E+06
90,2005,Jamaica,594,9.90E+09,3742.17,2.70E+06
90,2006,Jamaica,626,1.00E+10,3825.26,2.70E+06
90,2007,Jamaica,527,1.00E+10,3861.5,2.70E+06
90,2008,Jamaica,345,1.10E+10,3910.49,2.70E+06
90,2009,Jamaica,494,1.00E+10,3795.19,2.70E+06
90,2010,Jamaica,403,1.00E+10,3758.84,2.70E+06
90,2011,Jamaica,522,,,
91,1993,Japan,36,4.30E+12,34775,1.30E+08
91,1994,Japan,36,4.40E+12,34956,1.30E+08
91,1995,Japan,40,4.50E+12,35478.1,1.30E+08
91,1996,Japan,45,4.60E+12,36320.5,1.30E+08
91,1997,Japan,53,4.60E+12,36791.9,1.30E+08
91,1998,Japan,57,4.50E+12,35947.1,1.30E+08
91,1999,Japan,55,4.50E+12,35828.4,1.30E+08
91,2000,Japan,501,4.70E+12,36789.2,1.30E+08
91,2001,Japan,581,4.70E+12,36776.2,1.30E+08
91,2002,Japan,626,4.70E+12,36787,1.30E+08
91,2003,Japan,650,4.80E+12,37227.2,1.30E+08
91,2004,Japan,646,4.90E+12,38236,1.30E+08
91,2005,Japan,707,5.00E+12,38971.8,1.30E+08
91,2006,Japan,715,5.10E+12,39772,1.30E+08
91,2007,Japan,640,5.20E+12,40707,1.30E+08
91,2008,Japan,748,5.10E+12,40253.7,1.30E+08
91,2009,Japan,734,4.80E+12,37765.3,1.30E+08
91,2010,Japan,709,5.10E+12,39755.4,1.30E+08
91,2011,Japan,776,,,
92,1993,Jordan,17,6.50E+09,1660.02,3.90E+06
92,1994,Jordan,17,6.80E+09,1676.31,4.10E+06
92,1995,Jordan,12,7.20E+09,1723.09,4.20E+06
92,1996,Jordan,8,7.40E+09,1706.17,4.30E+06
92,1997,Jordan,9,7.60E+09,1709.6,4.50E+06
92,1998,Jordan,21,7.90E+09,1708.13,4.60E+06
92,1999,Jordan,22,8.10E+09,1734.7,4.70E+06
92,2000,Jordan,317,8.50E+09,1764.23,4.80E+06
92,2001,Jordan,401,8.90E+09,1811.87,4.90E+06
92,2002,Jordan,442,9.40E+09,1870.86,5.00E+06
92,2003,Jordan,481,9.80E+09,1901.47,5.20E+06
92,2004,Jordan,567,1.10E+10,2015.05,5.30E+06
92,2005,Jordan,611,1.20E+10,2129.78,5.40E+06
92,2006,Jordan,503,1.20E+10,2244.83,5.50E+06
92,2007,Jordan,334,1.40E+10,2378.27,5.70E+06
92,2008,Jordan,283,1.50E+10,2498.91,5.80E+06
92,2009,Jordan,244,1.50E+10,2497.29,6.00E+06
92,2010,Jordan,255,1.50E+10,2514.87,6.10E+06
92,2011,Jordan,286,,,
93,1993,Kazakhstan,,2.00E+10,1234.75,1.60E+07
93,1994,Kazakhstan,,1.80E+10,1094.95,1.60E+07
93,1995,Kazakhstan,4,1.60E+10,1022.93,1.60E+07
93,1996,Kazakhstan,2,1.60E+10,1043.73,1.60E+07
93,1997,Kazakhstan,7,1.70E+10,1078.38,1.50E+07
93,1998,Kazakhstan,27,1.60E+10,1076.31,1.50E+07
93,1999,Kazakhstan,30,1.70E+10,1115.95,1.50E+07
93,2000,Kazakhstan,265,1.80E+10,1229,1.50E+07
93,2001,Kazakhstan,323,2.10E+10,1397.29,1.50E+07
93,2002,Kazakhstan,442,2.30E+10,1534.16,1.50E+07
93,2003,Kazakhstan,374,2.50E+10,1671.21,1.50E+07
93,2004,Kazakhstan,327,2.70E+10,1818.96,1.50E+07
93,2005,Kazakhstan,313,3.00E+10,1977.74,1.50E+07
93,2006,Kazakhstan,314,3.30E+10,2166.32,1.50E+07
93,2007,Kazakhstan,139,3.60E+10,2332.29,1.50E+07
93,2008,Kazakhstan,308,3.70E+10,2380.09,1.60E+07
93,2009,Kazakhstan,210,3.80E+10,2370.68,1.60E+07
93,2010,Kazakhstan,200,4.00E+10,2475.83,1.60E+07
93,2011,Kazakhstan,161,,,
94,1993,Kenya,24,1.10E+10,411.553,2.60E+07
94,1994,Kenya,23,1.10E+10,409.47,2.70E+07
94,1995,Kenya,22,1.10E+10,414.992,2.70E+07
94,1996,Kenya,17,1.20E+10,420.109,2.80E+07
94,1997,Kenya,22,1.20E+10,410.758,2.90E+07
94,1998,Kenya,34,1.20E+10,413.193,3.00E+07
94,1999,Kenya,33,1.30E+10,411.832,3.10E+07
94,2000,Kenya,373,1.30E+10,403.658,3.10E+07
94,2001,Kenya,408,1.30E+10,408.158,3.20E+07
94,2002,Kenya,437,1.30E+10,399.864,3.30E+07
94,2003,Kenya,477,1.40E+10,401.022,3.40E+07
94,2004,Kenya,517,1.40E+10,410.634,3.50E+07
94,2005,Kenya,533,1.50E+10,423.64,3.60E+07
94,2006,Kenya,488,1.60E+10,438.713,3.70E+07
94,2007,Kenya,180,1.70E+10,457.231,3.80E+07
94,2008,Kenya,257,1.80E+10,452.228,3.90E+07
94,2009,Kenya,413,1.80E+10,451.866,4.00E+07
94,2010,Kenya,327,1.90E+10,463.462,4.10E+07
94,2011,Kenya,225,,,
95,1993,Korea DPR,29,,,2.10E+07
95,1994,Korea DPR,28,,,2.10E+07
95,1995,Korea DPR,21,,,2.20E+07
95,1996,Korea DPR,15,,,2.20E+07
95,1997,Korea DPR,10,,,2.20E+07
95,1998,Korea DPR,6,,,2.20E+07
95,1999,Korea DPR,10,,,2.30E+07
95,2000,Korea DPR,106,,,2.30E+07
95,2001,Korea DPR,250,,,2.30E+07
95,2002,Korea DPR,294,,,2.30E+07
95,2003,Korea DPR,336,,,2.30E+07
95,2004,Korea DPR,395,,,2.30E+07
95,2005,Korea DPR,481,,,2.40E+07
95,2006,Korea DPR,517,,,2.40E+07
95,2007,Korea DPR,169,,,2.40E+07
95,2008,Korea DPR,225,,,2.40E+07
95,2009,Korea DPR,287,,,2.40E+07
95,2010,Korea DPR,376,,,2.40E+07
95,2011,Korea DPR,283,,,
96,1993,Korea Republic,37,3.60E+11,8247.88,4.40E+07
96,1994,Korea Republic,36,3.90E+11,8872.01,4.40E+07
96,1995,Korea Republic,40,4.30E+11,9548.01,4.50E+07
96,1996,Korea Republic,38,4.60E+11,10119.3,4.60E+07
96,1997,Korea Republic,44,4.80E+11,10491.1,4.60E+07
96,1998,Korea Republic,54,4.50E+11,9701.67,4.60E+07
96,1999,Korea Republic,57,4.90E+11,10546.8,4.70E+07
96,2000,Korea Republic,522,5.30E+11,11346.7,4.70E+07
96,2001,Korea Republic,578,5.60E+11,11710.6,4.70E+07
96,2002,Korea Republic,599,5.90E+11,12478.1,4.80E+07
96,2003,Korea Republic,669,6.10E+11,12764.3,4.80E+07
96,2004,Korea Republic,664,6.40E+11,13303.8,4.80E+07
96,2005,Korea Republic,688,6.60E+11,13801.8,4.80E+07
96,2006,Korea Republic,680,7.00E+11,14468.8,4.80E+07
96,2007,Korea Republic,574,7.40E+11,15157.6,4.80E+07
96,2008,Korea Republic,663,7.50E+11,15457.9,4.90E+07
96,2009,Korea Republic,628,7.50E+11,15462.7,4.90E+07
96,2010,Korea Republic,625,8.00E+11,16372.5,4.90E+07
96,2011,Korea Republic,649,,,
97,1993,Kuwait,28,3.00E+10,,
97,1994,Kuwait,28,3.30E+10,,
97,1995,Kuwait,33,3.40E+10,19048.4,1.80E+06
97,1996,Kuwait,24,3.50E+10,18232.8,1.90E+06
97,1997,Kuwait,36,3.50E+10,17872.3,2.00E+06
97,1998,Kuwait,48,3.70E+10,18097.2,2.00E+06
97,1999,Kuwait,54,3.60E+10,17098.6,2.10E+06
97,2000,Kuwait,429,3.80E+10,17222.8,2.20E+06
97,2001,Kuwait,483,3.80E+10,16700.2,2.30E+06
97,2002,Kuwait,512,3.90E+10,16759.8,2.30E+06
97,2003,Kuwait,470,4.60E+10,19158,2.40E+06
97,2004,Kuwait,566,5.10E+10,20570.3,2.50E+06
97,2005,Kuwait,585,5.60E+10,22069.6,2.50E+06
97,2006,Kuwait,548,5.90E+10,22645.6,2.60E+06
97,2007,Kuwait,417,6.10E+10,23072.1,2.70E+06
97,2008,Kuwait,280,,,2.70E+06
97,2009,Kuwait,260,,,2.80E+06
97,2010,Kuwait,301,,,2.90E+06
97,2011,Kuwait,328,,,
98,1993,Kyrgyzstan,,1.40E+09,303.638,4.50E+06
98,1994,Kyrgyzstan,,1.10E+09,242.812,4.50E+06
98,1995,Kyrgyzstan,0,1.00E+09,227.146,4.60E+06
98,1996,Kyrgyzstan,0,1.10E+09,239.733,4.70E+06
98,1997,Kyrgyzstan,4,1.20E+09,259.711,4.70E+06
98,1998,Kyrgyzstan,15,1.30E+09,261.241,4.80E+06
98,1999,Kyrgyzstan,12,1.30E+09,267.028,4.90E+06
98,2000,Kyrgyzstan,147,1.40E+09,278.659,4.90E+06
