ctry,year,country,fifa,gdp,gdppc,pop
98,2001,Kyrgyzstan,137,1.40E+09,291.163,5.00E+06
98,2002,Kyrgyzstan,201,1.40E+09,288.874,5.00E+06
98,2003,Kyrgyzstan,162,1.50E+09,306.333,5.00E+06
98,2004,Kyrgyzstan,243,1.70E+09,324.369,5.10E+06
98,2005,Kyrgyzstan,293,1.70E+09,320.608,5.10E+06
98,2006,Kyrgyzstan,235,1.70E+09,327.462,5.20E+06
98,2007,Kyrgyzstan,149,1.90E+09,352.537,5.20E+06
98,2008,Kyrgyzstan,180,2.00E+09,379.036,5.30E+06
98,2009,Kyrgyzstan,112,2.10E+09,386.795,5.30E+06
98,2010,Kyrgyzstan,103,2.00E+09,378.425,5.40E+06
98,2011,Kyrgyzstan,50,,,
99,1993,Laos,2,1.10E+09,243.454,4.60E+06
99,1994,Laos,2,1.20E+09,256.492,4.70E+06
99,1995,Laos,1,1.30E+09,267.549,4.80E+06
99,1996,Laos,7,1.40E+09,278.934,4.90E+06
99,1997,Laos,9,1.50E+09,290.814,5.10E+06
99,1998,Laos,13,1.50E+09,295.25,5.20E+06
99,1999,Laos,14,1.60E+09,309.847,5.30E+06
99,2000,Laos,164,1.70E+09,321.131,5.40E+06
99,2001,Laos,171,1.80E+09,333.395,5.50E+06
99,2002,Laos,203,1.90E+09,347.154,5.60E+06
99,2003,Laos,163,2.10E+09,362.489,5.70E+06
99,2004,Laos,204,2.20E+09,379.525,5.80E+06
99,2005,Laos,230,2.40E+09,399.741,5.90E+06
99,2006,Laos,180,2.60E+09,426.182,6.00E+06
99,2007,Laos,109,2.70E+09,449.387,6.10E+06
99,2008,Laos,38,2.90E+09,474.348,6.20E+06
99,2009,Laos,80,3.20E+09,500.555,6.30E+06
99,2010,Laos,44,3.40E+09,532.913,6.40E+06
99,2011,Laos,64,,,
100,1993,Latvia,18,5.90E+09,2271.33,2.60E+06
100,1994,Latvia,18,6.00E+09,2355.69,2.50E+06
100,1995,Latvia,26,6.00E+09,2364.05,2.50E+06
100,1996,Latvia,35,6.20E+09,2477.31,2.50E+06
100,1997,Latvia,33,6.70E+09,2727.39,2.50E+06
100,1998,Latvia,37,7.00E+09,2903.61,2.40E+06
100,1999,Latvia,38,7.30E+09,3065.49,2.40E+06
100,2000,Latvia,489,7.80E+09,3302.31,2.40E+06
100,2001,Latvia,438,8.50E+09,3587.59,2.40E+06
100,2002,Latvia,428,9.00E+09,3854.11,2.30E+06
100,2003,Latvia,480,9.70E+09,4153.93,2.30E+06
100,2004,Latvia,556,1.10E+10,4538.9,2.30E+06
100,2005,Latvia,560,1.20E+10,5046.89,2.30E+06
100,2006,Latvia,550,1.30E+10,5695.36,2.30E+06
100,2007,Latvia,357,1.40E+10,6296.23,2.30E+06
100,2008,Latvia,386,1.40E+10,6055.67,2.30E+06
100,2009,Latvia,484,1.10E+10,4992.53,2.30E+06
100,2010,Latvia,677,1.10E+10,5002.66,2.20E+06
100,2011,Latvia,440,,,
101,1993,Lebanon,11,1.40E+10,4262.48,3.30E+06
101,1994,Lebanon,11,1.50E+10,4447.82,3.40E+06
101,1995,Lebanon,9,1.60E+10,4605.43,3.50E+06
101,1996,Lebanon,11,1.70E+10,4738.24,3.60E+06
101,1997,Lebanon,27,1.70E+10,4554.93,3.60E+06
101,1998,Lebanon,34,1.70E+10,4657.66,3.70E+06
101,1999,Lebanon,35,1.70E+10,4578.74,3.70E+06
101,2000,Lebanon,334,1.70E+10,4575.58,3.80E+06
101,2001,Lebanon,383,1.80E+10,4681.14,3.80E+06
101,2002,Lebanon,455,1.90E+10,4757.62,3.90E+06
101,2003,Lebanon,371,1.90E+10,4828.9,4.00E+06
101,2004,Lebanon,398,2.10E+10,5109.75,4.00E+06
101,2005,Lebanon,448,2.10E+10,5092.74,4.10E+06
101,2006,Lebanon,356,2.10E+10,5068.41,4.10E+06
101,2007,Lebanon,232,2.30E+10,5400.48,4.20E+06
101,2008,Lebanon,205,2.50E+10,5857.45,4.20E+06
101,2009,Lebanon,163,2.70E+10,6310.53,4.20E+06
101,2010,Lebanon,125,2.90E+10,6702.27,4.30E+06
101,2011,Lebanon,64,,,
102,1993,Lesotho,4,5.70E+08,342.347,1.70E+06
102,1994,Lesotho,4,6.10E+08,356.345,1.70E+06
102,1995,Lesotho,7,6.20E+08,356.79,1.70E+06
102,1996,Lesotho,7,6.50E+08,366.833,1.80E+06
102,1997,Lesotho,5,6.70E+08,372.279,1.80E+06
102,1998,Lesotho,10,7.00E+08,385.248,1.80E+06
102,1999,Lesotho,15,7.10E+08,379.794,1.90E+06
102,2000,Lesotho,170,7.50E+08,394.93,1.90E+06
102,2001,Lesotho,289,7.80E+08,405.774,1.90E+06
102,2002,Lesotho,336,7.90E+08,405.295,1.90E+06
102,2003,Lesotho,314,8.20E+08,418.541,2.00E+06
102,2004,Lesotho,386,8.40E+08,423.874,2.00E+06
102,2005,Lesotho,322,8.60E+08,430.185,2.00E+06
102,2006,Lesotho,267,9.00E+08,446.379,2.00E+06
102,2007,Lesotho,81,9.40E+08,462.113,2.00E+06
102,2008,Lesotho,113,9.80E+08,479.485,2.00E+06
102,2009,Lesotho,106,1.00E+09,489.964,2.10E+06
102,2010,Lesotho,120,1.10E+09,501.941,2.10E+06
102,2011,Lesotho,62,,,
103,1993,Liberia,8,1.60E+08,83.0931,1.90E+06
103,1994,Liberia,8,1.30E+08,66.1001,1.90E+06
103,1995,Liberia,9,1.20E+08,62.2367,1.90E+06
103,1996,Liberia,23,1.40E+08,66.0963,2.10E+06
103,1997,Liberia,27,2.80E+08,125.676,2.20E+06
103,1998,Liberia,33,3.60E+08,148.839,2.40E+06
103,1999,Liberia,28,4.50E+08,168.504,2.60E+06
103,2000,Liberia,370,5.60E+08,198.589,2.80E+06
103,2001,Liberia,448,5.80E+08,195.153,3.00E+06
103,2002,Liberia,515,6.00E+08,195.796,3.10E+06
103,2003,Liberia,461,4.10E+08,131.04,3.10E+06
103,2004,Liberia,418,4.20E+08,130.828,3.20E+06
103,2005,Liberia,384,4.40E+08,133.235,3.30E+06
103,2006,Liberia,317,4.80E+08,137.967,3.50E+06
103,2007,Liberia,230,5.20E+08,144.433,3.60E+06
103,2008,Liberia,152,5.60E+08,147.914,3.80E+06
103,2009,Liberia,179,5.90E+08,148.38,4.00E+06
103,2010,Liberia,98,6.20E+08,150.96,4.10E+06
103,2011,Liberia,82,,,
104,1993,Libya,1,,,4.60E+06
104,1994,Libya,1,,,4.70E+06
104,1995,Libya,0,,,4.80E+06
104,1996,Libya,0,,,4.90E+06
104,1997,Libya,0,,,5.00E+06
104,1998,Libya,12,,,5.10E+06
104,1999,Libya,13,3.30E+10,6239.39,5.20E+06
104,2000,Libya,247,3.40E+10,6340.11,5.30E+06
104,2001,Libya,348,3.20E+10,5944.99,5.50E+06
104,2002,Libya,384,3.20E+10,5748.82,5.60E+06
104,2003,Libya,412,3.60E+10,6364.26,5.70E+06
104,2004,Libya,490,3.80E+10,6509.3,5.80E+06
104,2005,Libya,566,4.20E+10,7008.62,5.90E+06
104,2006,Libya,522,4.40E+10,7272.09,6.00E+06
104,2007,Libya,318,4.70E+10,7553.52,6.20E+06
104,2008,Libya,351,4.80E+10,7684.61,6.30E+06
104,2009,Libya,424,4.90E+10,7692.31,6.40E+06
104,2010,Libya,232,,,6.50E+06
104,2011,Libya,451,,,
105,1993,Liechtenstein,0,1.60E+09,51694.4,30166
105,1994,Liechtenstein,0,1.70E+09,54531.6,30560
105,1995,Liechtenstein,3,1.80E+09,57006.3,30951
105,1996,Liechtenstein,5,1.90E+09,60190.1,31338
105,1997,Liechtenstein,7,2.00E+09,63761.7,31720
105,1998,Liechtenstein,7,2.20E+09,67894.9,32101
105,1999,Liechtenstein,10,2.40E+09,74086.4,32481
105,2000,Liechtenstein,257,2.50E+09,75583.2,32863
105,2001,Liechtenstein,242,2.50E+09,74162.5,33247
105,2002,Liechtenstein,242,2.40E+09,72589.2,33630
105,2003,Liechtenstein,258,2.40E+09,70391.5,34008
105,2004,Liechtenstein,287,2.50E+09,71764.8,34371
105,2005,Liechtenstein,330,2.60E+09,74482.1,34716
105,2006,Liechtenstein,366,2.80E+09,80175.1,35039
105,2007,Liechtenstein,84,2.90E+09,82133.8,35341
105,2008,Liechtenstein,260,3.00E+09,82934.8,35629
105,2009,Liechtenstein,147,2.90E+09,81331.1,35911
105,2010,Liechtenstein,110,,,36190
105,2011,Liechtenstein,116,,,
106,1993,Lithuania,19,9.90E+09,2680.48,3.70E+06
106,1994,Lithuania,19,8.90E+09,2435.23,3.70E+06
106,1995,Lithuania,31,9.20E+09,2533.36,3.60E+06
106,1996,Lithuania,38,9.70E+09,2684.61,3.60E+06
106,1997,Lithuania,43,1.00E+10,2905.28,3.60E+06
106,1998,Lithuania,47,1.10E+10,3148.9,3.60E+06
106,1999,Lithuania,43,1.10E+10,3136.28,3.50E+06
106,2000,Lithuania,524,1.10E+10,3267.36,3.50E+06
106,2001,Lithuania,457,1.20E+10,3505.7,3.50E+06
106,2002,Lithuania,447,1.30E+10,3759.49,3.50E+06
106,2003,Lithuania,418,1.40E+10,4162.54,3.50E+06
106,2004,Lithuania,444,1.50E+10,4492.78,3.40E+06
106,2005,Lithuania,472,1.70E+10,4873.51,3.40E+06
106,2006,Lithuania,464,1.80E+10,5287.14,3.40E+06
106,2007,Lithuania,455,2.00E+10,5839.15,3.40E+06
106,2008,Lithuania,554,2.00E+10,6041.41,3.40E+06
106,2009,Lithuania,583,1.70E+10,5179.44,3.30E+06
106,2010,Lithuania,522,1.80E+10,5280.88,3.30E+06
106,2011,Lithuania,532,,,
107,1993,Luxembourg,11,1.40E+10,35963.8,397475
107,1994,Luxembourg,11,1.50E+10,36832.9,402925
107,1995,Luxembourg,9,1.50E+10,36839.2,408625
107,1996,Luxembourg,20,1.50E+10,36892.8,414225
107,1997,Luxembourg,19,1.60E+10,38597,419450
107,1998,Luxembourg,16,1.70E+10,40593.8,424700
107,1999,Luxembourg,14,1.90E+10,43420.5,430475
107,2000,Luxembourg,265,2.00E+10,46457.9,436300
107,2001,Luxembourg,266,2.10E+10,47063.7,441525
107,2002,Luxembourg,261,2.20E+10,48485.1,446175
107,2003,Luxembourg,254,2.20E+10,48640.8,451630
107,2004,Luxembourg,256,2.30E+10,50063.7,458095
107,2005,Luxembourg,259,2.40E+10,51980.6,465158
107,2006,Luxembourg,256,2.50E+10,53701.7,472637
107,2007,Luxembourg,27,2.70E+10,56389.2,479993
107,2008,Luxembourg,127,2.80E+10,56187.6,488650
107,2009,Luxembourg,259,2.70E+10,53142,497854
107,2010,Luxembourg,185,2.70E+10,54056.6,506640
107,2011,Luxembourg,180,,,
108,1993,Macau,0,5.80E+09,14437.7,398705
108,1994,Macau,0,6.00E+09,14803.5,405478
108,1995,Macau,0,6.20E+09,15144.8,411765
108,1996,Macau,0,6.20E+09,14871.1,417587
108,1997,Macau,3,6.20E+09,14640.2,422989
108,1998,Macau,7,5.90E+09,13795.6,428368
108,1999,Macau,6,5.80E+09,13288.8,434216
108,2000,Macau,85,6.10E+09,13839.5,440898
108,2001,Macau,116,6.30E+09,13998.9,448466
108,2002,Macau,113,6.90E+09,15131.5,456859
108,2003,Macau,90,7.90E+09,16930,466162
108,2004,Macau,122,1.00E+10,21090.8,476431
108,2005,Macau,92,1.10E+10,22032.1,487624
108,2006,Macau,75,1.30E+10,25034.9,499914
108,2007,Macau,28,1.60E+10,30556,513076
108,2008,Macau,18,1.80E+10,33845.1,526178
108,2009,Macau,10,1.80E+10,33542,537972
108,2010,Macau,31,,,547591
108,2011,Macau,14,,,
109,1993,Madagascar,16,3.20E+09,256.119,1.20E+07
109,1994,Madagascar,13,3.20E+09,248.218,1.30E+07
109,1995,Madagascar,12,3.20E+09,244.834,1.30E+07
109,1996,Madagascar,11,3.30E+09,242.523,1.40E+07
109,1997,Madagascar,11,3.40E+09,243.873,1.40E+07
109,1998,Madagascar,7,3.50E+09,245.838,1.40E+07
109,1999,Madagascar,12,3.70E+09,249.635,1.50E+07
109,2000,Madagascar,231,3.90E+09,253.845,1.50E+07
109,2001,Madagascar,365,4.10E+09,261.351,1.60E+07
109,2002,Madagascar,361,3.60E+09,221.739,1.60E+07
109,2003,Madagascar,415,3.90E+09,236.612,1.70E+07
109,2004,Madagascar,392,4.20E+09,242.151,1.70E+07
109,2005,Madagascar,313,4.30E+09,246.352,1.80E+07
109,2006,Madagascar,264,4.60E+09,251.707,1.80E+07
109,2007,Madagascar,30,4.80E+09,260.243,1.90E+07
109,2008,Madagascar,127,5.20E+09,271.404,1.90E+07
109,2009,Madagascar,207,5.00E+09,252.195,2.00E+07
109,2010,Madagascar,105,5.00E+09,249.514,2.00E+07
109,2011,Madagascar,91,,,
110,1993,Malawi,26,1.40E+09,141.315,9.70E+06
110,1994,Malawi,26,1.20E+09,126.188,9.80E+06
110,1995,Malawi,22,1.40E+09,145.641,9.90E+06
110,1996,Malawi,22,1.60E+09,153.391,1.00E+07
110,1997,Malawi,30,1.60E+09,155.374,1.00E+07
110,1998,Malawi,32,1.70E+09,156.966,1.10E+07
110,1999,Malawi,33,1.70E+09,157.152,1.10E+07
110,2000,Malawi,321,1.70E+09,155.272,1.10E+07
110,2001,Malawi,357,1.70E+09,143.7,1.20E+07
110,2002,Malawi,365,1.70E+09,142.391,1.20E+07
110,2003,Malawi,426,1.80E+09,146.366,1.20E+07
110,2004,Malawi,438,1.90E+09,150.357,1.20E+07
110,2005,Malawi,438,1.90E+09,150.058,1.30E+07
110,2006,Malawi,451,2.10E+09,157.047,1.30E+07
110,2007,Malawi,287,2.20E+09,161.338,1.40E+07
110,2008,Malawi,182,2.40E+09,170.012,1.40E+07
110,2009,Malawi,342,2.60E+09,177.395,1.40E+07
110,2010,Malawi,326,2.70E+09,184.144,1.50E+07
110,2011,Malawi,355,,,
111,1993,Malaysia,20,6.20E+10,3160.55,2.00E+07
111,1994,Malaysia,19,6.80E+10,3365.66,2.00E+07
111,1995,Malaysia,19,7.40E+10,3604.01,2.10E+07
111,1996,Malaysia,17,8.20E+10,3864.73,2.10E+07
111,1997,Malaysia,27,8.80E+10,4043.64,2.20E+07
111,1998,Malaysia,34,8.10E+10,3653.83,2.20E+07
111,1999,Malaysia,27,8.60E+10,3786.46,2.30E+07
111,2000,Malaysia,307,9.40E+10,4029.87,2.30E+07
111,2001,Malaysia,390,9.40E+10,3965.92,2.40E+07
111,2002,Malaysia,397,9.90E+10,4097.23,2.40E+07
111,2003,Malaysia,330,1.10E+11,4252.9,2.50E+07
111,2004,Malaysia,397,1.10E+11,4458.56,2.50E+07
111,2005,Malaysia,401,1.20E+11,4612.1,2.60E+07
111,2006,Malaysia,358,1.30E+11,4795.54,2.60E+07
111,2007,Malaysia,90,1.30E+11,5017.67,2.70E+07
111,2008,Malaysia,83,1.40E+11,5164.71,2.70E+07
111,2009,Malaysia,114,1.40E+11,4992.39,2.70E+07
111,2010,Malaysia,102,1.50E+11,5264.13,2.80E+07
111,2011,Malaysia,145,,,
112,1993,Maldives,2,,,235542
112,1994,Maldives,2,,,241878
112,1995,Maldives,1,4.20E+08,1695.91,247840
112,1996,Maldives,1,4.60E+08,1809.49,253382
112,1997,Maldives,2,5.10E+08,1957.99,258528
112,1998,Maldives,7,5.60E+08,2110.49,263330
112,1999,Maldives,8,6.00E+08,2224.59,267879
112,2000,Maldives,185,6.20E+08,2293.27,272248
112,2001,Maldives,216,6.50E+08,2336.43,276450
112,2002,Maldives,248,6.90E+08,2453.05,280491
112,2003,Maldives,224,7.50E+08,2625.52,284443
112,2004,Maldives,312,8.20E+08,2836,288392
112,2005,Maldives,335,7.80E+08,2667.2,292404
112,2006,Maldives,323,9.20E+08,3103.1,296511
112,2007,Maldives,81,9.90E+08,3281.3,300718
112,2008,Maldives,116,1.10E+09,3434.27,305027
112,2009,Maldives,126,1.00E+09,3307.56,309430
112,2010,Maldives,146,1.10E+09,3416.06,313920
112,2011,Maldives,81,,,
113,1993,Mali,25,1.80E+09,188.566,9.30E+06
113,1994,Mali,29,1.80E+09,185.289,9.60E+06
113,1995,Mali,34,1.90E+09,191.58,9.80E+06
113,1996,Mali,37,1.90E+09,192.49,1.00E+07
113,1997,Mali,35,2.10E+09,199.984,1.00E+07
113,1998,Mali,36,2.20E+09,206.259,1.10E+07
113,1999,Mali,39,2.40E+09,213.985,1.10E+07
113,2000,Mali,456,2.40E+09,214.467,1.10E+07
113,2001,Mali,424,2.70E+09,233.302,1.20E+07
113,2002,Mali,391,2.80E+09,235.661,1.20E+07
113,2003,Mali,490,3.00E+09,245.462,1.20E+07
113,2004,Mali,552,3.10E+09,243.125,1.30E+07
113,2005,Mali,589,3.30E+09,249.992,1.30E+07
113,2006,Mali,569,3.50E+09,255.182,1.40E+07
113,2007,Mali,731,3.60E+09,258.031,1.40E+07
113,2008,Mali,622,3.80E+09,262.703,1.40E+07
113,2009,Mali,626,4.00E+09,266.242,1.50E+07
113,2010,Mali,662,4.20E+09,269.896,1.50E+07
113,2011,Mali,474,,,
114,1993,Malta,19,2.70E+09,7411,370180
114,1994,Malta,19,2.90E+09,7750.19,373983
114,1995,Malta,23,3.10E+09,8154.15,378000
114,1996,Malta,22,3.20E+09,8417.62,380000
114,1997,Malta,20,3.40E+09,8790.73,383000
114,1998,Malta,17,3.50E+09,9193.3,385000
114,1999,Malta,18,3.70E+09,9552.79,388000
114,2000,Malta,309,3.90E+09,9982.2,390000
114,2001,Malta,325,3.80E+09,9745.87,393000
114,2002,Malta,325,3.90E+09,9926.71,395950
114,2003,Malta,352,3.90E+09,9830.48,398600
114,2004,Malta,353,4.00E+09,9852.46,401300
114,2005,Malta,355,4.10E+09,10192.1,403500
114,2006,Malta,371,4.30E+09,10487.1,406408
114,2007,Malta,223,4.40E+09,10804.5,409050
114,2008,Malta,184,4.50E+09,11004.6,411950
114,2009,Malta,151,4.40E+09,10692.6,414971
114,2010,Malta,128,,,417700
114,2011,Malta,76,,,
115,1993,Mauritania,3,9.00E+08,416.462,2.20E+06
115,1994,Mauritania,3,8.70E+08,393.057,2.20E+06
115,1995,Mauritania,7,9.50E+08,420.161,2.30E+06
115,1996,Mauritania,24,1.00E+09,432.692,2.30E+06
115,1997,Mauritania,22,9.70E+08,404.005,2.40E+06
115,1998,Mauritania,17,1.00E+09,403.978,2.50E+06
115,1999,Mauritania,14,1.10E+09,419.177,2.50E+06
115,2000,Mauritania,145,1.10E+09,415.237,2.60E+06
115,2001,Mauritania,189,1.10E+09,415.494,2.70E+06
115,2002,Mauritania,147,1.10E+09,408.503,2.80E+06
115,2003,Mauritania,123,1.20E+09,419.609,2.80E+06
115,2004,Mauritania,209,1.30E+09,429.56,2.90E+06
115,2005,Mauritania,172,1.30E+09,441.196,3.00E+06
115,2006,Mauritania,139,1.60E+09,513.53,3.10E+06
115,2007,Mauritania,202,1.50E+09,472.396,3.10E+06
115,2008,Mauritania,283,1.50E+09,477.432,3.20E+06
115,2009,Mauritania,149,1.50E+09,460.774,3.30E+06
115,2010,Mauritania,70,1.60E+09,473.055,3.40E+06
115,2011,Mauritania,49,,,
116,1993,Mauritius,6,3.20E+09,2904.75,1.10E+06
116,1994,Mauritius,6,3.30E+09,2981.41,1.10E+06
116,1995,Mauritius,5,3.50E+09,3083.05,1.10E+06
116,1996,Mauritius,6,3.70E+09,3222.2,1.10E+06
116,1997,Mauritius,8,3.90E+09,3363.09,1.10E+06
116,1998,Mauritius,10,4.10E+09,3529.94,1.20E+06
116,1999,Mauritius,13,4.20E+09,3576.34,1.20E+06
116,2000,Mauritius,289,4.60E+09,3861.04,1.20E+06
116,2001,Mauritius,344,4.70E+09,3917.47,1.20E+06
116,2002,Mauritius,344,4.80E+09,3966.16,1.20E+06
116,2003,Mauritius,334,5.00E+09,4068.79,1.20E+06
116,2004,Mauritius,380,5.30E+09,4265.68,1.20E+06
116,2005,Mauritius,333,5.30E+09,4284.36,1.20E+06
116,2006,Mauritius,284,5.50E+09,4418.89,1.30E+06
116,2007,Mauritius,131,5.90E+09,4649.92,1.30E+06
116,2008,Mauritius,83,6.20E+09,4874.99,1.30E+06
116,2009,Mauritius,74,6.40E+09,4997.44,1.30E+06
116,2010,Mauritius,40,6.60E+09,5172.02,1.30E+06
116,2011,Mauritius,16,,,
117,1993,Mexico,51,4.60E+11,5174.5,8.80E+07
117,1994,Mexico,50,4.80E+11,5309.08,9.00E+07
117,1995,Mexico,53,4.50E+11,4891.6,9.10E+07
117,1996,Mexico,54,4.70E+11,5063.81,9.30E+07
117,1997,Mexico,56,5.00E+11,5328.88,9.40E+07
117,1998,Mexico,60,5.30E+11,5512.59,9.50E+07
117,1999,Mexico,61,5.50E+11,5647.06,9.70E+07
117,2000,Mexico,706,5.80E+11,5934.98,9.80E+07
117,2001,Mexico,691,5.80E+11,5864.12,9.90E+07
117,2002,Mexico,714,5.90E+11,5852.99,1.00E+08
117,2003,Mexico,732,5.90E+11,5872.29,1.00E+08
117,2004,Mexico,740,6.20E+11,6048.71,1.00E+08
117,2005,Mexico,753,6.40E+11,6179.66,1.00E+08
117,2006,Mexico,768,6.70E+11,6427.33,1.00E+08
117,2007,Mexico,883,6.90E+11,6570.1,1.10E+08
117,2008,Mexico,982,7.00E+11,6601.62,1.10E+08
117,2009,Mexico,811,6.60E+11,6137.93,1.10E+08
117,2010,Mexico,931,7.00E+11,6410.38,1.10E+08
117,2011,Mexico,795,,,
118,1993,Moldova,44,2.10E+09,574.643,3.70E+06
118,1994,Moldova,,1.50E+09,398.26,3.70E+06
118,1995,Moldova,11,1.50E+09,394.704,3.70E+06
118,1996,Moldova,17,1.40E+09,374.93,3.70E+06
118,1997,Moldova,21,1.40E+09,381.771,3.70E+06
118,1998,Moldova,18,1.30E+09,357.629,3.70E+06
118,1999,Moldova,25,1.30E+09,346.016,3.60E+06
118,2000,Moldova,398,1.30E+09,354.002,3.60E+06
118,2001,Moldova,430,1.40E+09,376.436,3.60E+06
118,2002,Moldova,437,1.50E+09,406.739,3.60E+06
118,2003,Moldova,386,1.60E+09,434.807,3.60E+06
118,2004,Moldova,434,1.70E+09,468.184,3.60E+06
118,2005,Moldova,429,1.80E+09,504.53,3.60E+06
118,2006,Moldova,442,1.90E+09,530.095,3.60E+06
118,2007,Moldova,382,2.00E+09,547.674,3.60E+06
118,2008,Moldova,579,2.10E+09,591.323,3.60E+06
118,2009,Moldova,373,2.00E+09,556.625,3.60E+06
118,2010,Moldova,338,2.10E+09,595.845,3.60E+06
118,2011,Moldova,411,,,
119,1993,Mongolia,,9.10E+08,404.771,2.30E+06
119,1994,Mongolia,,9.30E+08,412.935,2.30E+06
119,1995,Mongolia,,9.90E+08,437.698,2.30E+06
119,1996,Mongolia,,1.00E+09,444.481,2.30E+06
119,1997,Mongolia,,1.10E+09,457.598,2.30E+06
119,1998,Mongolia,,1.10E+09,467.679,2.30E+06
119,1999,Mongolia,0,1.10E+09,476.274,2.40E+06
119,2000,Mongolia,6,1.10E+09,475.849,2.40E+06
119,2001,Mongolia,35,1.20E+09,483.765,2.40E+06
119,2002,Mongolia,94,1.20E+09,500.047,2.50E+06
119,2003,Mongolia,81,1.30E+09,527.975,2.50E+06
119,2004,Mongolia,141,1.50E+09,576.42,2.50E+06
119,2005,Mongolia,120,1.60E+09,610.391,2.50E+06
119,2006,Mongolia,137,1.70E+09,654.58,2.60E+06
119,2007,Mongolia,31,1.90E+09,713.272,2.60E+06
119,2008,Mongolia,44,2.00E+09,768.003,2.60E+06
119,2009,Mongolia,24,2.00E+09,749.814,2.70E+06
119,2010,Mongolia,61,2.10E+09,786.969,2.70E+06
119,2011,Mongolia,32,,,
120,1993,Morocco,,3.00E+10,1128.56,2.60E+07
120,1994,Morocco,44,3.30E+10,1225.85,2.70E+07
120,1995,Morocco,42,3.10E+10,1127.86,2.70E+07
120,1996,Morocco,41,3.40E+10,1247.15,2.70E+07
120,1997,Morocco,50,3.40E+10,1202.17,2.80E+07
120,1998,Morocco,57,3.60E+10,1276.57,2.80E+07
120,1999,Morocco,59,3.60E+10,1266.47,2.80E+07
120,2000,Morocco,615,3.70E+10,1270.33,2.90E+07
120,2001,Morocco,610,4.00E+10,1349.56,2.90E+07
120,2002,Morocco,623,4.10E+10,1377.77,2.90E+07
120,2003,Morocco,621,4.40E+10,1447.7,3.00E+07
120,2004,Morocco,614,4.60E+10,1499.46,3.00E+07
120,2005,Morocco,646,4.70E+10,1525.78,3.00E+07
120,2006,Morocco,655,5.10E+10,1624.27,3.10E+07
120,2007,Morocco,684,5.20E+10,1647.72,3.10E+07
120,2008,Morocco,676,5.50E+10,1718.2,3.20E+07
120,2009,Morocco,640,5.80E+10,1780.85,3.20E+07
120,2010,Morocco,477,6.00E+10,1816.93,3.20E+07
120,2011,Morocco,437,,,
121,1993,Mozambique,12,2.70E+09,181.922,1.50E+07
121,1994,Mozambique,10,2.90E+09,187.193,1.50E+07
121,1995,Mozambique,17,3.00E+09,185.869,1.60E+07
121,1996,Mozambique,27,3.20E+09,193.721,1.60E+07
121,1997,Mozambique,32,3.50E+09,207.778,1.70E+07
121,1998,Mozambique,39,3.90E+09,224.322,1.70E+07
121,1999,Mozambique,37,4.20E+09,236.415,1.80E+07
121,2000,Mozambique,380,4.30E+09,232.816,1.80E+07
121,2001,Mozambique,363,4.80E+09,253.613,1.90E+07
121,2002,Mozambique,334,5.20E+09,268.621,1.90E+07
121,2003,Mozambique,335,5.50E+09,277.256,2.00E+07
121,2004,Mozambique,366,5.90E+09,291.353,2.00E+07
121,2005,Mozambique,379,6.40E+09,307.852,2.10E+07
121,2006,Mozambique,336,7.00E+09,326.448,2.10E+07
121,2007,Mozambique,174,7.50E+09,341.958,2.20E+07
121,2008,Mozambique,419,8.00E+09,356.941,2.20E+07
121,2009,Mozambique,372,8.50E+09,371.458,2.30E+07
121,2010,Mozambique,462,9.10E+09,389.503,2.30E+07
121,2011,Mozambique,353,,,
122,1993,Myanmar,11,,,4.30E+07
122,1994,Myanmar,11,,,4.30E+07
122,1995,Myanmar,11,,,4.40E+07
122,1996,Myanmar,15,,,4.40E+07
122,1997,Myanmar,25,,,4.50E+07
122,1998,Myanmar,26,,,4.60E+07
122,1999,Myanmar,26,,,4.60E+07
122,2000,Myanmar,254,,,4.70E+07
122,2001,Myanmar,308,,,4.70E+07
122,2002,Myanmar,238,,,4.70E+07
122,2003,Myanmar,195,,,4.80E+07
122,2004,Myanmar,313,,,4.80E+07
122,2005,Myanmar,322,,,4.80E+07
122,2006,Myanmar,265,,,4.90E+07
122,2007,Myanmar,118,,,4.90E+07
122,2008,Myanmar,111,,,5.00E+07
122,2009,Myanmar,127,,,5.00E+07
122,2010,Myanmar,142,,,5.00E+07
122,2011,Myanmar,109,,,
123,1993,Namibia,0,2.90E+09,1907.17,1.50E+06
123,1994,Namibia,0,3.20E+09,1997.74,1.60E+06
123,1995,Namibia,11,3.30E+09,2029.89,1.60E+06
123,1996,Namibia,15,3.40E+09,2043.63,1.70E+06
123,1997,Namibia,25,3.50E+09,2078.05,1.70E+06
123,1998,Namibia,35,3.70E+09,2095.27,1.70E+06
123,1999,Namibia,40,3.80E+09,2116.35,1.80E+06
123,2000,Namibia,432,3.90E+09,2142.82,1.80E+06
123,2001,Namibia,459,4.00E+09,2124.06,1.90E+06
123,2002,Namibia,440,4.10E+09,2182.78,1.90E+06
123,2003,Namibia,337,4.30E+09,2232.81,1.90E+06
123,2004,Namibia,308,4.90E+09,2460.24,2.00E+06
123,2005,Namibia,239,5.00E+09,2474.99,2.00E+06
123,2006,Namibia,219,5.30E+09,2599.3,2.00E+06
123,2007,Namibia,227,5.60E+09,2685.99,2.10E+06
123,2008,Namibia,257,5.90E+09,2747.32,2.10E+06
